app_name,rating,claude_sentiment,text,claude_summary,primary_category
Rogers,1,Negative,APP IS TRASH. CONSTANTLY CRASHING DURING LIVE CHAT,"The app is constantly crashing during live chat, making it unusable.",Technical Issues
Rogers,1,Negative,Just updated the app now it continues to crash every time I try to use the chat with Anna.,The app crashes every time the user tries to use the chat with Anna feature after updating to the latest version.,Technical Issues
Rogers,1,Negative,Constantly asking me to re-sign in with no prefilled username. You think I care to remember a million usernames and passwords ? I just wanna pay my phone bill but if you guys wanna make it so difficult I guess you'll wait for the money,"The user is frustrated with the constant need to re-sign in to the app without any prefilled username, making it difficult to simply pay their phone bill.",Account Management
Rogers,1,Negative,"The live chat feature is a complete lie, don't ever expect getting customer support there, you won't get any chance talking to a human agent! And even when you asked and confirmed specifically for the pay per use plan while abroad, the moment you send a text or make a call your plan is forced to be changed into $15/day roam like home plan, without your consent or awareness. What's the point of pay per use plan when you force customers to pay roam like home without informing people? Bandits!!!","The review criticizes the live chat feature for not providing access to human agents, and the automatic switching of the pay-per-use plan to the $15/day roam like home plan without the customer's consent or awareness.",Customer Support
Rogers,1,Negative,"Using Chat support leaves me stuck in position 78 for the whole day and by the off chance my que position changes it disconnects when I get to position #3, I've tried calling and nobody answers, yet Rogers calls me everyday at 8am while I'm at work.","The user is frustrated with the poor customer support experience, including long wait times on chat support and unanswered calls, while also receiving unwanted daily calls from Rogers.",Customer Support
Rogers,4,Mixed,Some team not help ful or one support very helpful and one support sad I have written 72 hour fix my message one support very good helping fix issues but Anna not very helpful I don't appreciate,"The reviewer had a mixed experience with Rogers customer support, with one agent being very helpful in resolving their issues, while another agent named Anna was not as helpful.",Customer Support
Rogers,1,Negative,"I am more than disappointed in your Accounts Receivable System. I am sick of your robot ""Anna"" telling me that I am late on the 2nd and you ""human"" persons telling me my payment due date is on the 8th and to include my late fees??? This last time I paid in full on the 5th at the Bank of NS in Chilliwack and confirmed with your good person in N B(who actually confirmed my due date is the 8th and ""thanked me for my 5th pmt and there is no overdue charges"" I just received demand""no email tranfer""?","Customer is frustrated with inconsistencies in Rogers' payment system and due dates. They report conflicts between the automated system ('Anna') claiming late payments on the 2nd, while human representatives confirm the due date is the 8th. Despite making a payment on the 5th and receiving confirmation of no late fees, they received a payment demand.",Billing
Rogers,1,Negative,Can't open chat support Response 1: The app crashes when I click chat support,The app crashes when the user tries to access the chat support feature.,Technical Issues
Rogers,1,Negative,Probably the single most brazen display of rogers contempt for their customer. Wanna pay your bill? To bad we've spent every penny of your over priced cell plan on making the worst user experience possible. Logging in on the app? LOL no it opens a browser link because rogers has decided to go backwards in their app design Saving your log in? Absolutely not! You might actually be able to pay your bills on time and see your data usage! Terrible app by a terrible service provider,"Customer expresses extreme frustration with the Rogers app, particularly regarding bill payment functionality and login issues. The app redirects to browser for login instead of handling it in-app, doesn't save login credentials, and makes basic account management difficult. User views these issues as intentionally poor design.",Features
Rogers,1,Negative,No matter what you click on it goes to the chat with us. And that doesn't even work as no one answers. Useless app Edit. I have updated it and it doesn't work.,"User is frustrated that the app redirects everything to chat support, which is non-responsive. The chat feature doesn't work as no one answers. Even after updating the app, the issues persist.",Customer Support
Rogers,1,Negative,"Anna the computer chat can not answer any useful information that you need to know. When a agent comes on it feels like everything they is scripted, the agents truly do not care how the customers feel.","Customer expresses frustration with Rogers' chat support system, specifically with the AI chatbot 'Anna' being unhelpful. They also criticize human agents for seeming scripted and showing lack of empathy towards customers.",Customer Support
Rogers,2,Negative,"Not very impressed, I made (or so I thought) my payment on the 19th but apparenytly it didnt go through making me late with my 1st payment. Also I have been trying to grt ahold of someone to help rxplsin s billing issue and The live chat doesnt ever seem to work and Anna just keeps sending me from billing inquires to inquires. Frustrating!!","The user had issues with their billing and payment, and they have been unable to get help from customer support through the app's live chat.",Billing
Rogers,4,Mixed,Decent clear but wishing had better access than the computer. To chat with a live person would be best. The computer is not smart enough.,"The user finds the Rogers app decent and clear to use but desires better functionality compared to the website. They specifically want live chat capabilities, noting that automated systems are insufficient for their needs.",Customer Support
Rogers,5,Mixed,I have had used Anna to find out some items but it does take a while to find certain items. Speaking to an agent is a lot easier. I do have an issue with my account that I am having an issue with. They do provide answers and solutions.,"The user finds the virtual assistant Anna helpful but notes it can be slow to find information. They prefer speaking with human agents. While they have an account issue, they acknowledge that solutions are provided.",Features
Rogers,1,Negative,I have been trying for two months to get in my account. I have called and used live chat. No one can help me. I would change providers but I am locked in.,Customer has been unable to access their Rogers account through the app for two months despite multiple attempts to get help through phone and live chat support channels. The customer expresses frustration with being locked into their contract while facing this persistent access issue.,Technical Issues
Rogers,1,Negative,"My issue is with conversation logs. Ana supposedly has a feature where you can send the transcript of the conversation to your email. This feature does not work at all. I have had to make multiple phone calls to get info on the same issue that I wouldn't need to IF ANA ACTUALLY SENT THE TRANSCRIPTS. Reply: Are you kidding me? Of course I have checked my spam folder. Multiple times. Emails in the spam last for 30 days, none of my chat logs are there from the July network outage. Fix your app",Customer is frustrated with Rogers' Ana chatbot feature that should email conversation transcripts but fails to do so. The user specifically mentions missing chat logs from the July network outage and has had to make multiple phone calls to get information that should have been available in the transcripts.,Features
Rogers,5,Positive,"It does the job it's intending to do, which is to replace websites which don't work on devices, I have no issues with it, the chat help is helpful and it seems reliable enough that I don't think much about it which is good because that means I don't hate it.","User is satisfied with the Rogers app as it effectively replaces website functionality on mobile devices. They specifically praise the chat help feature and note the app's reliability. The fact that they don't think about the app much is viewed as a positive, indicating smooth operation.",User Feedback
Rogers,1,Negative,Haven't been able to yet on for over a week now. Always says maintenance is happening. Wanna pay my bill people!,User has been unable to access the Rogers app for over a week due to continuous maintenance messages. They are frustrated because they want to pay their bill but cannot access the service.,Technical Issues
Rogers,1,Negative,Please get rid of Ana your virtual assistance robot that can't fix problems. And how annoying it is when calling in. All I hear over and over....Ask Ana the virtual assistant....Ana is useless!,"Customer expresses strong frustration with Ana, Rogers' virtual assistant bot. They find Ana ineffective at problem-solving and annoying when calling customer service. The reviewer is particularly frustrated with being repeatedly directed to use Ana despite its perceived uselessness.",Customer Support
Rogers,1,Negative,This app was a good thing. Now they have taken away most of the self service options. They have taken away how we used to be able to see the service in our area for any outages or to report outages. Now they send you to a web browser to talk to Anna the AI. Anna is something so ridiculous that never help. I always have to end up talking to a service rep for something simple. Something I use to be able to fix with the app self serve options in tec support section of the app.,"User complains about Rogers app removing key self-service features, particularly outage reporting and service status checking. The replacement AI chatbot 'Anna' is ineffective, forcing users to contact customer service representatives for issues that were previously self-serviceable.",Features
Rogers,3,Negative,App crashes a lot. Most actions that I want to make has the app redirecting me to the website. It takes a long time to do simple actions. It is not user friendly or efficient. Anna is useless.,User reports frequent app crashes and frustration with being redirected to the website for most actions. They note poor performance with slow task completion and criticize both the user interface and the virtual assistant (Anna) as ineffective.,Performance
Rogers,3,Mixed,"Difficult to get assistance on billing issues, errors. Anna useless, guestions such as ""who do I contact about billing errors?"" Would be helpful. Virtually no routes to agent support. Long wait, over 1 hour. Why? A live agent was most helpful in the end, leading to a decent rating.","Customer experienced significant difficulties getting help with billing issues through the app. The virtual assistant 'Anna' was not helpful, and finding routes to live agent support was challenging. Eventually reached a helpful live agent after waiting over an hour.",Customer Support
Rogers,2,Negative,"This app would be useful for 2 things. 1) Chatting with a support agent and 2) Checking if there is a known outage in the area (Internet). It does neither of these things. It doesn't show outages and just directs to a chat with support which opens a web page, not very useful.","User criticizes the Rogers app for failing to deliver on two key functionalities - chatting with support agents and checking area outages for internet service. The app redirects chat support to a web page instead of handling it in-app, and doesn't provide outage information at all.",Features
Rogers,1,Negative,For a massive company like rogers. Having to fix the app this far in the companys existance is unacceptable. Your phone help service sucks. And no one wants to chat online with a help bot. Do better.,"The user is very dissatisfied with the Rogers app and customer service, citing the need to fix the app this late in the company's existence as unacceptable, and criticizing the phone help service and online chat bot.",Customer Support
Rogers,1,Negative,"Second time I'm giving a 1 star rating to this garbage app. You guys are bad in an incredible way. I'm trying to contact support for a misleading bill, and it keeps asking me to sign-in with your Anna bot(dumb and unflexible), in which case I'm already signed-in via the app. The sign-in button does not work. And please, stop replying me to try the ""latest fix"", I have the most up to date app and it's not functioning for basic stuffs. Crazy bad work.","Customer is extremely frustrated with the Rogers app's authentication issues when trying to contact support about a billing concern. The app's chatbot (Anna) keeps requesting sign-in despite the user already being logged in, and the sign-in button is non-functional. Previous attempts to resolve the issue through app updates have not helped.",Technical Issues
Rogers,1,Negative,I would give this app 0 stars if possible. Trying to speak with a representative on live chat and I can't get passed the bot to get a representative. The bot keeps asking me to sign into the app. I've signed into it 100x. I'm being overcharged on my bill - which is obviously a technical issue the app. My phone also keeps alerting me to battery issues because of the Roger's app crashing.,"Customer is extremely frustrated with multiple issues in the Rogers app. They are unable to bypass the chatbot to reach a live representative, experiencing repeated login problems, and dealing with billing overcharges. The app is also causing technical problems by crashing and creating battery drain issues on their device.",Technical Issues
Rogers,1,Negative,"I would give this app zero stars, if it were possible. I am receiving a message that no network is available, and I cannot call Rogers because my phone cannot connect to the network. So through this app I attempted to access support, yet went through the same circle of questions with the robot. Anna asked me if I would like to chat with a specialist, but the specialist was just Anna the robot again, asking me the same questions I already answered. I still cannot make phone calls.","The user is unable to use the app or make phone calls due to a network connectivity issue, and they were unable to get help through the app's customer support chatbot.",Technical Issues
Rogers,4,Negative,Anna assistant not always working,The Anna assistant is not always working.,Technical Issues
Rogers,1,Negative,The worst technology experience I have ever had accross anything with a screen. App has worked for me twice in 2 years. Constantly doesnt show me my bill or let me pay it. Sometimes the buttons dont even show up! Makes me jump through hoops for 10 minutes to speak to a human. Can never find my issue on the articles. You guys need some better programmers. Never even got an answer or fix to any problems. Ive been on live chat 15 times. Never got a solution. No one knows whats going on.,"Customer expresses extreme frustration with the Rogers app's persistent technical issues over a 2-year period. Primary complaints include inability to view/pay bills, missing UI elements, and ineffective customer service through live chat. Multiple attempts to resolve issues have been unsuccessful.",Technical Issues
Rogers,2,Negative,It's mediocre at best. Ask Anna is an exercise in futility. Accessing certain parts of your account takes you outside the app and requires you to log in again. Not streamlined at all.,"User finds the Rogers app mediocre, criticizing the Ask Anna virtual assistant as ineffective. They express frustration with poor integration, noting that accessing certain account areas forces users out of the app and requires repeated logins.",Features
Rogers,4,Neutral,"I signed up for Ignite WiFi package shipped April 23rd according to tracker. Was in Mount Hope, Ontario maybe 15 minutes from me. Last tracking info reads it was delivered to ""Peter at Dock in North York on May 7th. It took about 1-1/2 hours online on Live Chat today but I have a Technician coming here next Friday and bringing the Ignite package. I also apologize to Rogers they did not disconnect my phone just the migration of the Ignite phone line before I had the Ignite modem","The customer had issues with the delivery of their Ignite WiFi package, which took over 2 weeks to arrive, but was eventually resolved with a technician visit scheduled.",Technical Issues
Rogers,4,Negative,"Usually reliable...but lost wireless network connection on Monday, April 19 at 12:30am which affected my phone, and my Taxi company's Uber like software, also using Rogers Network. Losing revenue as it is now 7:30am and network connection still down. The automated chat with Anna was completely useless!","Customer experienced a prolonged Rogers network outage lasting over 7 hours, affecting both personal phone and business operations (taxi company software). The outage caused revenue loss for their business. Customer attempted to get help through automated chat system (Anna) but found it ineffective.",Technical Issues
Rogers,1,Negative,"Most useless app of the year! Just got off the Rogers chat with Samantha, who was trying to tell me that their app works. Clearly from the comments here I can see I am not the only one experiencing these payment issues. I was told I can pay by phone or by bank or other apps. The thing is, their website and Anna, their AI option don't work either. I ask Samantha, why would I download an app that is of no use to me? It's not 1994, I don't pay my bills by phone. Why does my bill keep going up?","Customer is extremely frustrated with Rogers app's payment functionality not working. They attempted to resolve through chat support with agent Samantha but were unsuccessful. Customer also notes issues with website payments, AI assistant (Anna), and complains about rising bills.",Technical Issues
Rogers,5,Positive,"Seems to be working better. Easily pay my invoice through the app. Viewing invoice is very easy. A little frustrated when using "" Ask Anna."" I am old school, and always prefer to talk to a real person if I need help.","The app is working better, and the user can easily pay their invoice and view it. However, the user prefers talking to a real person for support.",Account Management
Rogers,1,Negative,This app is terrible. It never redirects properly in order to chat with a live agent. It has so many problems. I don't why they aren't looking into making it better.,"The user finds the app terrible, with issues navigating to live chat support.",Customer Support
Rogers,1,Negative,I never get answers with this app.. live chats commonly do not even respond.,"User expresses frustration with the Rogers app's live chat functionality, reporting that they never receive answers and chat agents frequently fail to respond. This indicates a significant breakdown in the app's customer service communication channel.",Customer Support
Rogers,3,Negative,"My experience with app is not user friendly. I thought that if i tried to change my password it may have been an easy fix, ha wrong. It took me to the home screen where i saw no reset but only data plan upsells. I'm so sick of this web page and their shannanigins(i hope it was spelled correctly). I'd better get a credit or something when i call and that's all i can say.","Customer expresses frustration with the Rogers app's poor user experience, specifically regarding password reset functionality. They were redirected to the home screen showing data plan upsells instead of password reset options. The customer indicates they will need to call customer service for resolution.",Features
Rogers,4,Mixed,Editing my review and this application has improved to include people who don't have Rogers telephone numbers. Good app just need to focus on fixing the self serve options that dont work properly for chat with your robot.,"User acknowledges improvement in the Rogers app, particularly in allowing non-Rogers phone number users to access it. However, they note issues with the automated chat bot's self-serve options not functioning properly.",Features
Rogers,1,Negative,Horrible. Most actions don't work properly. Tried contacting customer service and live chat and will not work.,User reports severe functionality issues with the Rogers app where most features are not working correctly. They specifically mention being unable to access customer service and live chat features. The review indicates complete dissatisfaction with the app's basic operations.,Technical Issues
Rogers,1,Negative,Never get what you want on this freaking app lagging so bad 👎 and if you wanna do anything it will take you out of the app to rogers websit!! Huh ?! Then why the app !!! Useless,"User is extremely frustrated with the Rogers app due to severe performance issues and poor functionality. The app frequently redirects to the Rogers website instead of handling tasks within the app itself, making it essentially useless in the user's view. Significant lag issues are also reported.",Performance
Rogers,1,Negative,"Garbage app at the moment!!! I haven't been able to see data usage for months. I've called Rogers and I've gone through the chat help. The agent submitted a ticket last month and marked it completed without fixing the issue. An agent told me yesterday that it's probably the app. I've uninstalled several times. When I go into the Playstore to reinstall the app, there's an Update button...no Install button. Perhaps the app isn't really uninstalling...most likely because this is a Rogers cell.","The user is frustrated with the Rogers app, as they have been unable to see their data usage for months despite contacting customer support and uninstalling/reinstalling the app, which seems to be a persistent issue.",Technical Issues
Rogers,1,Negative,can never get through to live chat or help when l need it.,"The user is unable to reach live chat or customer support when needed, indicating poor customer service and support.",Customer Support
Rogers,2,Negative,"Live chat doesn't work, a very tough app to navigate. Slow.","The app is difficult to navigate and the live chat feature does not work, and the app is slow.",Technical Issues
Rogers,1,Negative,"Argh As of about a month ago the app runs constantly. It cannot be forced to stop. As it uses both battery, storage and data this is beyond unethical. It's not listed in update notes and if every provider in Canada did not suck I would be switching. Oh and disabled people stay away if you have a question you get the worlds worst chatbot.","The app runs constantly, draining battery, storage, and data usage, which is unethical. The app also has a poor chatbot for customer support, making it difficult for disabled users to get help.",Technical Issues
Rogers,1,Negative,Rogers still has not fixed the issues that I have complained about on here and directly to them. Cannot access live chat from the app. Have to go to Google or go to the website and find it that way.,"The user is frustrated that Rogers has not fixed the issue they previously reported where they cannot access the live chat feature from the app, and have to go to the website instead.",Technical Issues
Rogers,3,Negative,I'm still trying to figure it out I think I might have been better doing it they way it was with chattet,The user is still trying to figure out the app and feels they might have been better off using the previous version with chat support.,User Experience
Rogers,2,Negative,"I lost you during a live chat, and I am still trying to get my account sorted out . At this point I prefer the old app. I have been a costomer for a very long time and this was my first time with problems","The user had a poor experience with the live chat feature and is still trying to resolve an issue with their account, preferring the old app over the current one.",Technical Issues
Rogers,5,Positive,"This app is chill, makes bill payments pretty easy. With the live chat support was a little more streamlined though. Besides that I love the ease of use and ui of this app. Definitely recommend it!","The reviewer finds the Rogers app easy to use and makes bill payments easy, but would like the live chat support to be more streamlined.",Billing
Rogers,4,Positive,Great app. Easy to use and very convenient. It would be amazing if the live chat support could be added into the app.,"The user finds the Rogers app easy to use and convenient, but would like to see live chat support added to the app.",User Experience
Rogers,5,Positive,I love how easy this app is to use!! You can even start a live chat with a real person!,The user finds the Rogers app easy to use and appreciates the ability to chat with a live person.,User Experience
Rogers,3,Negative,Live chat doesn't do good for me,The reviewer is not satisfied with the live chat feature.,Customer Support
Rogers,1,Negative,"IT'S HORRIBLE !!! YOU CAN NEVER SIGN IN !! EVERYTIME IT ALWAYS SAYS ""THERE'S A PROBLEM, WE ARE FIXING IT, PLEASE TRY AGAIN SHORTLY"" , BUT THEY NEVER FIX IT !!! SOMETHINGS ON YOUR PHONE YOU NEED TO SIGN IN TO CHANGE, WHEN YOU CALL ROGERS & THEY CANNOT DO IT FOR YOU !! FIX THE APP SO IT WORKS !!**I HAVE UNINSTALLED & REINSTALLED THE APP & IT STILL DOES THE SAME THING. I'VE CHATTED WITH ROGERS VIA THE LIVE CHAT & TOLD THEM ABOUT THE ISSUE &THEY WERE NO HELP! & MY PHONE IS NOT OLD & IT'S UP TODATE**","The user is unable to sign in to the Rogers mobile app, despite trying various troubleshooting steps, and the app is preventing them from making necessary account changes.",Technical Issues
Rogers,1,Negative,"Whenever I ask for questions and go to live chat, I try to chat with the helper but I can't because the keyboard is not even there. It lags so much and I've tried to ask the same question 3 times but the lag won't allow me",Negative review about issues with live chat functionality and app lagging.,Technical Issues
Rogers,1,Negative,Both the Rogers site and app are terrible. All I wanna do is check my usage and apparently that's some sort of huge deal. step yo game up Rogers,"The Rogers website and app are terrible, with the main issue being the inability to easily check usage.",Features
Rogers,1,Negative,Never ever get a contract with rogers. They are scamming sons of craps. I had enuff of their over charges and additional fees for everything. If u wanna donate ur money to thiefs u can get rogers.,"The user has had negative experiences with Rogers, including overcharges and additional fees, and is advising others not to get a contract with them.",Billing
Rogers,3,Negative,Aucun service à la clientèle au téléphone. Attente de 1 heure plus et toujours rien. Et celà a plusieurs reprises. Le système Anna ne me donne pas satisfaction. Merci de remédier à celà !,"The user experienced long wait times when trying to contact customer service, and the automated assistant did not provide satisfactory help.",Customer Support
Bell,2,Negative,dealing with some sort of glitch where everytime I try to add a new service it says I'm putting in a different province then my account (I'm not) and it won't let me proceed with the promotion given to me. then whenever I use there in app chat service to help they say they can't do anything or just drop my conversation.,"The user is experiencing a persistent glitch when trying to add a new service, where the app claims they are in a different province than their account. The in-app chat support has been unable to resolve the issue.",Technical Issues
Bell,4,Negative,"Where is my phone so expensive? I'm talking about the service. I mean, I hardly ever used my phone in the last month and it's over a 100 dollars, please. I need someone to call me on this. Your pages way too busy for me. I don't understand all these things to click on. I end up going through a maze of stuff that I don't want what I do want. Is I wanna pay a lot less? There's other people if friends of mine that don't pay as much as I do. I've been with belle most of my life I don't understand","The user is frustrated with their high phone bill from Bell, especially since they hardly used their phone the previous month. They find the app and website difficult to navigate, making it hard to understand and find what they need.",Billing
Bell,1,Negative,Incompetence at its best. It takes 20 minutes to get through to a chat agent then an hournfor them to answer a question you directly asked. I've had to contact them 3 times to get an account canceled and set up at a new location. All their representatives are located in the Philippines and barely speak English.,"The user had a very poor experience trying to cancel their account and set up service at a new location. They had to contact customer service multiple times, and the representatives were incompetent and barely spoke English.",Customer Support
Bell,1,Negative,This app constantly kicks me out and refuses to save my log in info. I always have to create new log in info constantly when I just wanna check my data usage and pay a bill. I'm over it.,The user is frustrated with the app constantly logging them out and requiring them to re-enter login information every time they want to check their data usage or pay a bill.,Technical Issues
Bell,1,Negative,"Transferring over from Lucky has been a huge issue. In the 1st month I've been with Bell, I've had to 'live chat' with an agent 4 times, to the tune of about 3 hrs 'online' time. I'm hoping things get better.","Transferring over from Lucky has been a huge issue, with multiple live chats to resolve problems.",Technical Issues
Bell,4,Positive,"If I wanna make changes to my account I can, it even gives me the option to change it right away or at the end of the bill date.  If i wanna check my balance I can, if I wanna check my usage, guess what. .I can!(shocking)and the amount has always been accurate and on time. I've never had to call bell really for anything anymore. Oh well I guess ppl are little more challenged then I am. What do you do.","The user can easily manage their account, check their balance and usage through the app, and has never had to call Bell for issues",Account Management
Bell,5,Positive,"Man some people are salty! Blaming a company for being horrible because their app doesn't work for you. The app works GREAT on my LG G4, has worked great in the past with my G3 and my iPhone 5. I've never had any issues with Self Serve or My Bell, so I don't know where these complaints are coming from. Or maybe people just wanna complain for the sake of complaining.","The app works great for the user on their LG G4 and past devices, and they do not understand the complaints about the app not working.",Performance
Rogers,3,Negative,The “Pay with the Rogers Bank credit card” popup in the billing menu doesn’t go away after I set my card to the Rogers card. The AI support chatbot is also completely worthless and there’s no way to send a simple bug report.,"The app has issues with the billing menu popup and the AI chatbot, and there is no way to report bugs.",Billing
Rogers,1,Negative,Not helpful at all late replies and leave the chat without informing,"The review criticizes the app's customer support, citing late replies and abrupt disconnections from chat support.",Customer Support
Rogers,5,Positive,"No matter what anyone says, Rogers is always my first and foremost preference if they offer the service. Even in deep forests and some deep winter locations, I have at least 1 bar signal to call someone. I had a secondary sim with Telus and it sucks. This app is super easy to use and manage. A couple of things to modify on this app are to have no session timeout and live chat on the app itself.","The user is very satisfied with the Rogers app and network coverage, but suggests a couple of improvements like no session timeout and live chat within the app.",Network Issues
Rogers,5,Negative,"For first time my phone stopped working only had sos service. Then I was trying to talk with an agent but they Anna chat thing almost cut off my service and then I got a message saying to shut the phone off and on to restart my phone.
I literally just paid my phone bill last week I think, and my balance is 0 so I don’t understand why this happened to me. It was stressful and frustrating. Also why did the Anna chat thing almost cut off my service when I was trying to talk to an agent. That’s not fair and it doesn’t make sense. I still don’t know how to speak to a live person. I tried calling 611 and nothing worked.","The user experienced issues with their phone service, including losing service and having trouble contacting a live agent, which was frustrating and stressful.",Technical Issues
Rogers,1,Negative,"Came here to say this: in the last week I have been unable to upgrade, change SIM, change plans or really do anything outside of check my bill and my damned usage as a LONG TIME CUSTOMER it’s almost made me wanna cancel ALL my services, what good is this app if I  HAVE to call or speak to someone to do something I was promised the ability to do on my own?? FIX IT","The user is frustrated with the limited functionality of the Rogers iOS app, which does not allow them to perform basic account management tasks like upgrading, changing SIM, or changing plans without having to call or speak to someone.",Account Management
Rogers,1,Negative,"I started a chat to know how to check how many of the international minutes I have left in my account. After 40 min of wait time, the lady wrote you have to check in your call log. 
Changing my provider within days.","The user had a poor experience trying to check their international minutes balance through the app's chat support, leading them to consider switching providers.",Customer Support
Bell,1,Negative,What was supposed be o be a quick and easy experience turned into hours wasted. When street name and road suffix would get swapped by the app every time I tried to check out with my payment info. I got prompted to an incompetent chat agent. How am I supposed to use this service? Forcing customers to go in store so they can get charged an activation fee.,"The user had a frustrating experience with the Bell app, where the app kept swapping the street name and road suffix when trying to check out with payment info, leading to an incompetent chat agent experience and forcing the user to go in-store to get charged an activation fee.",Billing
