review_id,title,text,rating,author,app_version,date,app_name,platform,extraction_method,extraction_date,userImage,thumbs_up,developer_response,replied_at,appVersion,has_complaint,is_analyzed_by_id,claude_summary,claude_sentiment,primary_category,complaint_severity,analysis_status,output_tokens
8dec1fe1-7af6-4e95-bdf5-470a1762b42b,,Your app keeps saying im off line. Sorry you still have bugs to fix.,3.0,A Google user,5.14.1.1,2020-06-18 10:51,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hey Robert, we appreciate the heads up! We certainly want our app to work well for you. Is this error happening while on WiFi, mobile data, or both? Have you tried uninstalling/reinstalling the app (or disable/re-enable if pre-installed) to see if this helps? Let us know! :) ^yc",2020-06-20 10:20,5.14.1.1,False,False,"The app has bugs that cause offline issues, requiring further fixes.",Negative,App Crashes,Major,success,52
d96137b5-eee9-4644-8b22-eb7da5772f9c,,It's an Amazing app. Very easy to use 💯👍🏽,5.0,A Google user,5.14.1.1,2020-06-17 22:09,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hey Andrew, 

Thanks for taking the time out to leave your review! We're elated to hear you enjoy the app and it's easy to utilize! : )^jl",2020-06-18 15:11,5.14.1.1,False,False,"Amazing app, very easy to use",Positive,User Experience,Minor,success,46
b0b5ac1c-64a2-481f-9a77-c6fcb6ceffde,,"Unimpressed with the lack of compatibility with Ignite Wifi Hub app on an up to date, Samsung Galaxy s9 Plus. Some sort of upgrade is really needed, I can't jump between my phone and an old iPhone to monitor and control my new Roger's ignite internet. Bad start...",1.0,A Google user,5.14.1.1,2020-06-17 9:00,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Chirs, thank you for your comments. Hopefully, you are enjoying the MyRogers app! The Ignite WiFi Hub app is certainly compatible with S9+, what happens when you try installing it? We would like to more about the issue, please drop us a line at https://roge.rs/2YYdIXe so we can work with you towards a solution. Cheers! /Moin",2020-06-17 15:23,5.14.1.1,False,False,Unimpressed with lack of compatibility with Ignite Wifi Hub app on Samsung Galaxy s9 Plus.,Negative,User Experience,Major,success,62
9ae9651a-990e-4be9-bfb2-5b1dd9bebe1c,,The app is poorly laid out and not very intuitive. Far too many things I want to do in app take me to a seperate browser page to log in.,2.0,A Google user,5.14.1.1,2020-06-15 8:09,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Dave, I can understand how difficult it can be if the app is not functioning to your liking. We are always looking to improve the app experience for our users, and really appreciate the feedback. If there is anything specific we can look into, please contact us at https://communityforums.rogers.com.^ht",2020-06-15 11:19,5.14.1.1,False,False,"The app is poorly designed and not user-friendly, with many tasks requiring a separate browser login.",Negative,User Experience,Major,success,58
eb15e5b3-1b50-4ae4-811c-f1a7b3396038,,Just twirls and swirls,1.0,A Google user,5.14.1.1,2020-06-12 11:25,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hello, can you share more details about your problem at https://roge.rs/2YYdIXe? The issue could be related to available resources on your devices. We look forward to hearing from you. Cheers! /Moin",2020-06-13 13:26,5.14.1.1,False,False,"The app just twirls and swirls, according to the review.",Negative,User Experience,Major,success,54
2e539055-12c2-4414-9668-2bb39dfd3e7d,,"My experience with getting my bill on line is a royal pain in the but I have tried several times to get thing to work even with live chat. I think you should have just stuck with paper, paper works good always!!!!!",3.0,A Google user,5.14.1.1,2020-06-08 14:05,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,"acnfitch, I can understand how frustrating it must be not being able to view your bill easily. It may take a bit of getting used to but I think you will find the paperless option better and it is better for the environment. We will pass along your feedback regarding paper-less bills. ^tb",2020-06-11 11:25,5.14.1.1,False,False,"The reviewer had a frustrating experience with the online billing system, preferring the traditional paper method.",Negative,Billing,Major,success,58
12f15394-ff9c-43af-be6c-a70b0e568f15,,"Update (6 june 2020): still crashes (same issue""MyRogers keeps stopping"") App crashes everytime i open it when connected to wifi. No error message. When i open the app it shows the rogers logo for a second and then it crashes. It is working now but the issue has happened many times in the past.",1.0,A Google user,5.14.1.1,2020-06-06 12:14,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,4.0,"Hey A J, we definitely want the app to work for you! When the app crashes, is there any error message that accompanies it? ^yc Edit - Updated Reply: Thank you for more info. You should try closing the app from the background before launching. This helps the app in establishing a fresh session. Thanks! /Moin",2020-05-09 14:19,5.14.1.1,False,False,"App crashes when connected to WiFi, showing Rogers logo before crashing with no error message.",Negative,App Crashes,Critical,success,58
cba76ed8-0d23-41a2-881e-e9f04741d6c2,,Quick and Easy!!!,5.0,A Google user,5.14.1.1,2020-06-05 20:28,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Ann-Marie, we're thrilled that our app is working so well for you. Thanks so much for the 5-star rating! =) ^tb",2020-06-07 9:59,5.14.1.1,False,False,Quick and Easy!!!,Positive,User Experience,Minor,success,43
efc50c43-1877-4187-bcc5-d54a9a96611c,,"Keeps crashing. Won't even load to the login screen. Has worked in the past but been down for a month at least. Very annoying and useless. Update: if I am connected to the WiFi in my home the app crashes everytime as stated above. If I use the LTE Rogers network, the app opens up and works appropriately. Don't understand why this would be but the ""work around"" fixes the problem.",5.0,A Google user,5.14.1.1,2020-06-05 1:03,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,19.0,"Harry, that has to be frustrating, to say the very least! Can you kindly try uninstalling/reinstalling the app or disabling/re-enabling the app to see if this resolve the login issue? Update: Thanks for that info! Please reach out to us at https://communityforums.rogers.com so we can escalate a ticket to investigate this for you. ^tb",2020-06-07 9:50,5.14.1.1,False,False,"The app keeps crashing and won't load the login screen, making it useless. It only works when connected to the Rogers LTE network, not the home WiFi.",Negative,App Crashes,Critical,success,75
ace0700b-badd-4ff3-8993-87cf12f1de91,,Terrible recently. I lived by this app. Now it doesnt recognize my account. Neither way to sign in work. But it works on web page so i still exsist even though it insists i dont. Please fix it!,2.0,A Google user,5.14.1.1,2020-06-04 23:33,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hmm, that is super odd, Dena!  I also use my app almost every day, so I understand. We definitely want to help you get your app access going again! If possible, can you please try uninstalling/reinstalling the app (or disabling/re-enabling if the app was preinstalled), followed by a device reboot to see if it helps? Keep us in the loop! :) ^yc",2020-06-06 11:18,5.14.1.1,False,False,"The app is not recognizing the user's account, and the sign-in methods are not working, despite the user's account being accessible on the web page.",Negative,Login Issues,Critical,success,71
aa44257b-a1d2-4d3b-ad66-efbfb56e7afd,,"I'm not able to have data of my usage, it reads as 0 after over my first month of usage. That's a big that needs to be fixed",3.0,A Google user,5.14.1.1,2020-06-04 16:21,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hello there and thank you for using our app! I'm sorry to hear the usage details are not up to date. :( It may not show until your next bill cycle if a change was recently made to your account. Feel free to post a new message here: https://roge.rs/2F4tbNN if you would like us to investigate this for you! Thanks so much! ^yc,2020-06-06 11:08,5.14.1.1,False,False,"The app is unable to display accurate data usage, which is a significant issue that needs to be addressed.",Negative,Performance,Major,success,58
74587274-7ecc-4817-b0b0-10949d3aefd8,,keeps trying to log me into a canceled account that is somehow still linked to my email...,2.0,A Google user,5.14.1.1,2020-06-04 12:39,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hey Nicholas! That sounds to me like an account linking issue that would need to be corrected at the backend! If possible, please post a new message here: https://roge.rs/2F4tbNN to receive guidance for your issue! Thanks so much! ^yc",2020-06-05 11:30,5.14.1.1,False,False,Keeps trying to log into a canceled account linked to user's email.,Negative,Login Issues,Major,success,53
89f05c54-6349-4271-99de-98217d6ff9cd,,As a senior my memory is not as acute as it once was,1.0,A Google user,5.14.1.1,2020-06-02 11:37,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,,,5.14.1.1,False,False,"As a senior, the reviewer's memory is not as acute as it once was.",Negative,User Experience,Minor,success,55
4052b527-934c-47e0-bd2b-ec77b5c7b92b,,Love it.,5.0,A Google user,5.14.1.1,2020-06-01 6:30,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Nicole, thanks so much for the 5-star rating! We're glad that you love our app. =) ^tb",2020-06-01 8:35,5.14.1.1,False,False,Love the app.,Positive,User Experience,Minor,success,42
94cfbd2f-9442-4f1d-b354-2594cefcef54,,Has worked fine for what I use it for.,5.0,A Google user,5.14.1.1,2020-06-01 5:28,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Kelly, we're glad that our app has met your needs. Thanks so much for the 5-star rating! =) ^tb",2020-06-01 8:35,5.14.1.1,False,False,The app has worked fine for the user's needs.,Positive,User Experience,Minor,success,49
942a1f1d-19dc-4f54-b1c2-68f585430b63,,Very good and handy app recommended 100%,5.0,A Google user,5.14.1.1,2020-05-30 14:45,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"David, we're so happy to hear that the app is working so well for you. Thanks so much for this awesome 5-star rating! =) ^tb",2020-06-01 7:49,5.14.1.1,False,False,Very good and handy app recommended 100%,Positive,User Experience,None,success,49
a8326fb8-66f6-4453-b532-3ef58a44ff64,,App will not open on samsung A71. Reason for low rating.,1.0,A Google user,5.14.1.1,2020-05-29 8:45,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Curtis, we're sad to hear that our app has not been working properly on your device. Can you describe what is happening when you try to load the app? Do you get an error message of any kind? We look forward to your response! ^tb",2020-06-01 7:05,5.14.1.1,False,False,"App will not open on Samsung A71, leading to a low rating.",Negative,App Crashes,Critical,success,54
