title,text,rating,author,app_version,date,app_name,platform,extraction_method,extraction_date,vote_sum,vote_count,review_id
Version 11.6,Ne fonctionne pas complètement sur certain iPad 6e génération avec iOS 17.7.7,1,Pedrofortines,11.6.0,2025-05-20 09:57:35,Bell,iOS,itunes_rss,2025-05-29,0,0,bde4561c4dbcd205902d22e785a2214e
To expensive,To expensive for the services I am getting,1,M la ou,11.6.0,2025-05-20 06:22:49,Bell,iOS,itunes_rss,2025-05-29,0,0,838b035bfb4582f5f78ae9b42395a6a5
Terrible Service,"Terrible support, regret switching from Roger’s to Bell , your adds say to support people with disabilities??? Worst ?!!experience I have had to deal with?!? I have been trying to deal with your so say support for a year now?? People in the Philippines don’t seem to care ??? Trying to make a payment and it frustrating",1,Fu1069,11.6.0,2025-05-19 22:29:42,Bell,iOS,itunes_rss,2025-05-29,0,0,5770459c78f7162fb5e36e0ae4af4c9d
688$ de trop sur ma facture,Suite à une erreur d’un employé je me retrouve avec 688$ de trop sur ma facture! L’erreur est humaine mais doit quand même être avouer et prise en considération!,1,Curtis augier,11.6.0,2025-05-19 11:15:01,Bell,iOS,itunes_rss,2025-05-29,0,0,289645cfc5b7a77cf9f7d6047edbcead
SLOW INTERNET AND CONSTANT APP UPDATE,"For the amount of money that I pay for “high-speed” internet, I honestly expect they live up to it. The slowest mobile internet data!",1,kenvlt,11.6.0,2025-05-18 17:34:19,Bell,iOS,itunes_rss,2025-05-29,0,0,84d06bc857fbe65f43e9ad5ddaaa1a1b
Bell is a joke,"I have spent several hours over multiple days trying to have internet issue resolved 
Have been bounced back and forth like a ping pong ball. No closer to being resolved and have to use cellular data to hotspot just to watch Bell so pathetic",1,Rideau Rider,11.6.0,2025-05-17 10:31:36,Bell,iOS,itunes_rss,2025-05-29,0,0,05e1fcbeb2427ea42293c6c8f17e9f54
For late payment,"Sorry for late payment , I am in problem so unable to pay before  thanks",5,sidhu ws,11.6.0,2025-05-17 06:28:00,Bell,iOS,itunes_rss,2025-05-29,0,0,6c4462854d7d0a43fa55848612d8d977
"Useful, yet buggy","Very convenient. More convenient if it refreshed properly. New usage data is available every 15 minutes or so, but not in the app — it doesn’t refresh or reload data, even if you close a usage and reopen it, locally. It does work, if you entirely close the app and then re-launch it. But surely little technical reason it does not function as expected, and needs this ‘havk’.",3,"Velo, velo!",11.6.0,2025-05-17 05:02:32,Bell,iOS,itunes_rss,2025-05-29,0,0,584fb68d299dd40c3c85851a9bfeb11d
Connectivity issues,No credits for previous connectivity issues,1,Mikp123,11.6.0,2025-05-17 03:54:21,Bell,iOS,itunes_rss,2025-05-29,0,0,86f948ceea67960dddd2b0b6564fb2e4
Frustrated,I find their plans expensive and misleading.  It is so frustrating trying to find a family share solution.,1,Therealchewy,11.6.0,2025-05-16 18:22:54,Bell,iOS,itunes_rss,2025-05-29,0,0,f587f5a6daa2f2e0ea73c774ecb6e4fe
Bill increases,This bill increases every month. No explanation and not even get have a good deal for at least 3 months.,1,Unhappiness 1,11.6.0,2025-05-16 15:52:03,Bell,iOS,itunes_rss,2025-05-29,0,0,ef25368ec81c39578d04982ff71343d7
Problème avec le paiement,"J’ai effectué un paiement. J’ai reçu un courriel de confirmation. Mais quand j’ai regardé mon relevé bancaire, j’ai été chargé de zéro dollar et créditer de zéro dollar tout de suite après. Je reçois donc une facture avec un solde impayé et des intérêts. Vraiment décevant pour une compagnie comme vous.",1,Vincentturcotte09,11.6.0,2025-05-16 08:19:49,Bell,iOS,itunes_rss,2025-05-29,0,0,46693117d5c28706b8e929a65422e33b
Unhappy customer,"Very confusing and depressing  experience! Going through hard life challenges right now but the bell contact gave me conflicting answers. This account bill says that I have unpaid bills… which I do not believe I do. At first he said I could ignore this bill, then said no I can’t. Also. I have to pay in advance? Very unhappy with Bell right now!",1,Unhappy Leo123,11.6.0,2025-05-15 08:55:41,Bell,iOS,itunes_rss,2025-05-29,0,0,91bd71e05498245bb96b849ed4875b58
Escroquerie,On vous promet certain montant et on vous charge le double par la suite.. je ne recommande pas faite affaire avec une autre entreprise.. PAS Bell c’est du vol !,1,𝕬𝖓𝖙𝖍𝖔𝖓𝖞 𝖆𝖚𝖇𝖊,11.6.0,2025-05-14 17:01:11,Bell,iOS,itunes_rss,2025-05-29,0,0,5d7ef04a0ae13bd9a941b0ff6f477f81
Great services,"Great service, fibe internet is always solid.",5,delonk30,11.6.0,2025-05-14 14:15:05,Bell,iOS,itunes_rss,2025-05-29,0,0,16a6091cf5189e42f8d276919b49b1c2
Fibre optic le installation,"Paul a fait ça d une façon très professionnelle, un gros merci…",5,Lucie Lavigne,11.6.0,2025-05-14 09:44:48,Bell,iOS,itunes_rss,2025-05-29,0,0,7ec6a6a95e2c6d9c07be9bf8a9cffaa5
New customer not satisfies,"I had a hard time activating my account, only had bell hooked up for 2 days, already received a bill for $318 was not happy about why I would have a bill already for this amount, was unable to view it, Talked to a bell representative she told me I got charged for my cell phone hook up fees, I was told when I was talking to the bell guy that came to my house that convinced me to switch from rogers to bell that my hook up fees would all be waived, that was a complete lie, if I don’t get help with this, will be cancelling bell, I am not impressed",1,Harleybd,11.6.0,2025-05-14 08:38:02,Bell,iOS,itunes_rss,2025-05-29,0,0,30ff0a2a7ebc29e11601baaa482d103a
Not Happy,The charges keep increasing on their own .,1,Radhika 1212,11.6.0,2025-05-13 15:37:36,Bell,iOS,itunes_rss,2025-05-29,0,0,6d0ff86cae4f755a632529b8aa7e7cf6
Worst phone company in Canada,Terrible on all fronts. Don’t even bother,1,absolutely effing not,11.6.0,2025-05-13 14:08:21,Bell,iOS,itunes_rss,2025-05-29,0,0,983170749365915679ed63a74d18d1d7
Not great!,Why can’t I print off a PDF copy from within my text message!  All I ever get is “TECHNICAL ISSUE” pop up every damn time!,2,cates20,11.6.0,2025-05-13 12:15:31,Bell,iOS,itunes_rss,2025-05-29,0,0,919c34accda42a040ec0d85d64f33bc4
App almost great,Wish the Bell App would send notifications for bills.,4,François F:),11.6.0,2025-05-13 09:33:43,Bell,iOS,itunes_rss,2025-05-29,0,0,54da34b576e9d0f9cf504a877872b5a8
Issues,Issues with auto log out and technical issues when trying to pay with app - trying to reinstall but time will tell,1,AlphaBulldozer,11.6.0,2025-05-13 05:17:39,Bell,iOS,itunes_rss,2025-05-29,0,0,3bfe7d898d631759fe4efabf46bc9d4f
Change the price without notice,Signed a contract on 2 years and they changed the price without notice after 8 months….,1,Adrien-iPhone,11.6.0,2025-05-12 19:49:45,Bell,iOS,itunes_rss,2025-05-29,0,0,c36c04f496ba786e284bf7ec2f229a31
Bell,"After using for over two year I decided to switch to bell, and honestly, I regret it. Even though I got a good deal and internet speed are extremely disappointed. I face connection issues almost every day!",1,Drazade@02,11.6.0,2025-05-12 15:23:35,Bell,iOS,itunes_rss,2025-05-29,0,0,3b05b952b24b2c6de34276c181738156
Pre authorized payments,So set up for pre authorized payments as it offered a $10 credit and they never took the payment out. Had to call twice. Ended up paying the overdue amount on my cc because their automated billing didn’t work. I should still get the credit but I’m sure I won’t. Very frustrating!,1,LiRo011,11.6.0,2025-05-12 15:09:32,Bell,iOS,itunes_rss,2025-05-29,0,0,3abd79bd6b97fa996b48a932cbf858bc
Bell sucks,Zero communication for a phone company,1,macshanny,11.6.0,2025-05-12 14:28:27,Bell,iOS,itunes_rss,2025-05-29,0,0,c49bb6d21de741e8943852206b72dcee
No Landscape Mode,App doe not work in landscape mode on an iPad like every other app I use.  Therefore you cannot use your physical keyboard with this app. Very poor user experience.  This is a very basic feature that is missing.,1,dchant,11.6.0,2025-05-12 07:00:21,Bell,iOS,itunes_rss,2025-05-29,0,0,65c1439783382fcef34bf423f3f163eb
Not friendly user,.,1,Rob bailish,11.6.0,2025-05-12 06:18:07,Bell,iOS,itunes_rss,2025-05-29,0,0,238e8e9e015a5743d7c0dde571524823
Worst company,"I bought a new phone from bell just a month ago but my experience is getting worst day by day. Bell suspend my network for three time until now  without reason and they keep charging me extra money where the bell associate explained me the bill would be 60 dollars per month. This is actually awful situations for bell customer that bell is making people suffered. I also had bad experience with bell before a year ago when I used bell sim card. One more thing, my network is still suspended. Welcome to bell then suffer! Amazing👏👏",1,mili6826,11.6.0,2025-05-12 05:49:41,Bell,iOS,itunes_rss,2025-05-29,0,0,94f5c42bbaa4e787f83725354c3ee5a1
Frustrating,Your app sucks balls,3,whatthef#*k,11.6.0,2025-05-11 23:15:27,Bell,iOS,itunes_rss,2025-05-29,0,0,c6fb3076868da6b9498359e7c2497afb
Dishonesty,My billing amount wasn’t supposed to change and it has gone up about 17 dollars since I started with bell. I didn’t add anything to my account,1,Corrine14!!!,11.6.0,2025-05-11 17:39:43,Bell,iOS,itunes_rss,2025-05-29,0,0,8c73672520dbbff68267c37f1773e021
Data coverage is so poor,"Data coverage is so pooor , haven’t seen this in 10 years . Too slow to see videos or download pics .",1,MathewBen,11.6.0,2025-05-11 17:02:44,Bell,iOS,itunes_rss,2025-05-29,0,0,1df1bd4721a030a66238c46868c2bde9
High price,Extra charges without any reason,1,Har25leen,11.6.0,2025-05-11 16:42:11,Bell,iOS,itunes_rss,2025-05-29,0,0,ded7db3ac072d514486c9030d5271d61
Update May 2025,Will not load!! Please update the update!!,4,Johnny (London),11.6.0,2025-05-11 14:19:11,Bell,iOS,itunes_rss,2025-05-29,0,0,d2c0aa601bcfe4bb9b6f1084a1f0e208
Paiement que vous avez fait,Reçu mon chèque 3 mois après et aucune compassation,1,mike lavigne,11.6.0,2025-05-11 09:10:56,Bell,iOS,itunes_rss,2025-05-29,0,0,6982185c86a0b82b0a89447fc9d9df02
Data,Your data is awful,1,ghgxdz,11.6.0,2025-05-11 06:59:39,Bell,iOS,itunes_rss,2025-05-29,0,0,f83bddc2a90b52a1455eccb6a3530987
Ça c’est bien passé,Désolé j’avais complètement oublié Merci,5,pierlo1815,11.6.0,2025-05-11 06:39:49,Bell,iOS,itunes_rss,2025-05-29,0,0,613ad3e74b76c9d0ab6ef41638dde866
App isn’t responsive,App isn’t responsive,1,CJ on Apple,11.6.0,2025-05-11 01:57:30,Bell,iOS,itunes_rss,2025-05-29,0,0,599fcb5cdf66d47db237c8472ee1fcf9
Bell,App is way better then Bogers,5,Buzzler851,11.6.0,2025-05-10 16:42:47,Bell,iOS,itunes_rss,2025-05-29,0,0,b84cd9d65002f4c204e35361efb00191
Amex issue,Can’t add an Amex (has issues with the card number in mobile but not web),1,pointdexter394,11.6.0,2025-05-10 10:22:00,Bell,iOS,itunes_rss,2025-05-29,0,0,16ae096105e749d57cc8be82c9c3196a
Prise en charge téléphonique,Bon services de la part des 3 personnes à qui j’ai parler . Merci,5,Stephlevs94,11.6.0,2025-05-10 07:59:25,Bell,iOS,itunes_rss,2025-05-29,0,0,a813d730bb6163ee7c5f47568dca3242
David,"We had nothing but problems with Bell since we started with them a month ago. I still have poor reception on my phone, just one bar most of the time.",1,David gods child,11.6.0,2025-05-10 04:08:23,Bell,iOS,itunes_rss,2025-05-29,0,0,be8cdb6a3ae329dd0ad911c8b31db8d4
À l’étranger,Je suis toujours en mode de données réduite lorsque je suis au USA comme en ce moment et il y a des coupures d’internet souvent dans la journée. Très mauvaise réception.,1,D. Beaulieu,11.6.0,2025-05-09 16:30:01,Bell,iOS,itunes_rss,2025-05-29,0,0,a5e59521d859208a2df50ae5bfe4e1cc
Easy Pay,Thanks to make the payment process to be in easy steps. Less time consuming!,5,Noumize,11.6.0,2025-05-09 13:31:27,Bell,iOS,itunes_rss,2025-05-29,0,0,bfa64e092a5a3ed4813a50c7872bf77f
The text scaling is awful in stage manager and iPad Pro M4,Please fix so we can use the app comfortably in stage manager on iPad. All the text is too small to read.,1,goldenviking,11.6.0,2025-05-09 11:47:21,Bell,iOS,itunes_rss,2025-05-29,0,0,800a10a0cf8a6d60bcacba7b6d3f72d5
Unfair,"I had a contract and they told me it’s a promotion for a year and wouldn’t be change, just after 5 months without notice just increased the price, when I asked them they said it’s our policy and this new price still fair, also maybe increase again in future. I was with Roger’s and Fido before, non of them didn’t such things. The matter is trust that I hope other people consider this before choosing any provider",1,Z1243yg,11.6.0,2025-05-08 20:22:36,Bell,iOS,itunes_rss,2025-05-29,0,0,faee8db9412d7c0d577fb4147a3ecb72
Your employees don’t speak English,This company is ridiculous . You cannot understand the words coming out of the employees mouths and they cannot understand the concepts involved with phones so it’s a nightmare. Good luck,1,Millstreetblues,11.6.0,2025-05-08 13:12:01,Bell,iOS,itunes_rss,2025-05-29,0,0,fbd035c7c098c9e86e9dfbdcb6c40422
Accused of not paying bills,"I received an email stating that I had not payed my April 2025 bill, it was paid on the day I received the bell statement, which was pain on April 7, 2025, after wasting an hour trying to connect with Bell , I said I should be compensated for my time dealing with this issue, told “we do not credit people” maybe I received a scam email and Bell is aware that scam emails with their logo are being sent out but Bell does not have decency to let their customers know about it, I am totally let down by Bell, it costumer care department, maybe time to change supplier",1,My iPhone in Toronto,11.6.0,2025-05-08 05:34:32,Bell,iOS,itunes_rss,2025-05-29,0,0,251ad05906536e8e1b3cd9d68a2c70e3
Missed Payments - Pre-Authorized Payments not registering,"I set up my pre-authorized payments two months ago, and each month it has not worked. i am then notified 7-8 days AFTER my bill die days that a payment has not been received, so I have to make a manual payment. I tried again to do automatic payments from an account rather than a credit card, and the Bell system says that they are unable to complete the request right now. This is getting really annoying and frustrating to deal with. I don’t appreciate having late payments on my credit bureau that are completely unwarranted and due to technical difficulties on Bells side.",1,Ffffgffrtech,11.6.0,2025-05-08 05:28:01,Bell,iOS,itunes_rss,2025-05-29,0,0,75cf999a394d37aeab5b693b96292e0c
Internet,Pourquoi vous n´avez pas offert une vitesse internet pour un dollar de plus puisque que la vitesse fibre 25 n’existe plus très déçu,1,Boppthethirteen,11.6.0,2025-05-07 16:54:43,Bell,iOS,itunes_rss,2025-05-29,0,0,4df1ae8cb4728f87da643bb0f69560f2
Fonctions de bases déficientes,"Toujours Inutilisable sur un iPad en mode Paysage. Sérieusement Bell, vous n'avez personne d'assez compétent pour arranger ca?",2,lpalardy,11.6.0,2025-05-07 16:12:09,Bell,iOS,itunes_rss,2025-05-29,0,0,64cd63252409e969f86b1b89b99cb270
Crave,Paying 9.99 a month for Crave which I do not want and didn’t know I was paying for this. Never watched Crave once. I guess I have been paying this for the term of my contract…. Ripoff.,2,Bigger55,11.6.0,2025-05-07 08:39:31,Bell,iOS,itunes_rss,2025-05-29,0,0,5ba8a478c6c9f09d82d6f032c8520f97
Same old bell,"Took 3 times for my service confirmation link to work. I’ve book an appt, you’ve called and confirmed my appt now I’m wasting my time replying to a random text message to re confirm my confirmed appointment",1,Not impressed x 2,11.6.0,2025-05-07 06:15:57,Bell,iOS,itunes_rss,2025-05-29,0,0,dc40cbee1c957d4c82972b0d57d55fd8
Bad app,Bell has the worst app,1,Bull sucks,11.6.0,2025-05-07 00:20:41,Bell,iOS,itunes_rss,2025-05-29,0,0,ae0a87e9e73853f0773b1973d806c080
Erreur du système,"Impossible de payer une facture via cette application. L’application tourne en rond, ne répond pas, nous dirige au mauvais endroit, donne des messages d’erreur régulièrement. Bref, pas efficace!",1,PierreSt2,11.6.0,2025-05-06 17:53:05,Bell,iOS,itunes_rss,2025-05-29,0,0,5525fa45db73ed0a4ab95f76882a9982
Wonderful patient service,Wonderful patient service,5,enel0905,11.6.0,2025-05-06 14:17:32,Bell,iOS,itunes_rss,2025-05-29,0,0,a06978867182a962bd9238b17c34aa84
I decide to cancel my 3 business account with Bell.,I will never use Bell again. It’s a ridiculous service provider.,1,Okhnxfbb,11.6.0,2025-05-06 11:49:40,Bell,iOS,itunes_rss,2025-05-29,0,0,d4cb9d7b4e8f5aa581a77bf3a59bcc86
Representative,The representative I spoke with was very helpful in resolving my issues…best service yet with Bell …sorry I forgot his name,5,Don’t have a nickname !!,11.6.0,2025-05-06 11:35:06,Bell,iOS,itunes_rss,2025-05-29,0,0,608064aa7c435bd9ec3f84820b33e674
Bell sucks,"Worst service, just fold and go away.",1,TriDgreat,11.6.0,2025-05-06 06:04:02,Bell,iOS,itunes_rss,2025-05-29,0,0,96c449b49d38ce8f339dd618d8bd2b2e
Abus de paiement,"Vous avez prélevé 2 fois ma dernière facture de 230,18 ce qui est inadmissible.
J’exige un remboursement.
Denys Roy",1,Denys Roy,11.6.0,2025-05-06 00:43:28,Bell,iOS,itunes_rss,2025-05-29,0,0,1203f26aeaae1b3d5bf5bc7f5371a1a6
Money Grabber,Im getting rob help,1,BrokeNinja11,11.6.0,2025-05-05 13:39:01,Bell,iOS,itunes_rss,2025-05-29,0,0,c4221c1119d01f82d7f14bfdd5b0048f
Some update,"My Bell app was updated 5 days ago but, when I tried to pay my bill today, most of the screens within the app were blank and I was unable to log out   Do better.",1,M1Ster D,11.6.0,2025-05-05 13:07:19,Bell,iOS,itunes_rss,2025-05-29,0,0,b588449e8eb8af05cc0381d058d0a7bf
Download,Can’t download bill,3,bev5pm,11.6.0,2025-05-05 09:37:12,Bell,iOS,itunes_rss,2025-05-29,0,0,8dd6c5a9ad70fb7017c277bb00553362
Service is terrible you need stronger signals 😞,Sam as above,4,Allllllllp,11.6.0,2025-05-05 07:37:55,Bell,iOS,itunes_rss,2025-05-29,0,0,bb98532699b824da2b76bdc9aa095e77
App down,Went to pay my bill yesterday and the app was down due to technical difficulties,3,Prairie Bay,11.6.0,2025-05-05 05:29:27,Bell,iOS,itunes_rss,2025-05-29,0,0,437fdbac9dca15a5a9fefe9343048fca
Application défectueuse,Ça fait au moins trois jours que j’essaie de finir l’inscription après avoir installé l’application et ça me dit constamment que le serveur a des problèmes internes.,1,LyndaVill,11.6.0,2025-05-04 12:18:42,Bell,iOS,itunes_rss,2025-05-29,0,0,90a863f7cb04f369c677f21bbdf1e04c
Missing Bill,"I have two separate accounts under my profile, one for mobility and one for home phone and internet, but after the latest update in May 2025, my mobility account disappeared. But everything is fine if I login with computer browser.",1,Beny Ou,11.6.0,2025-05-03 21:56:49,Bell,iOS,itunes_rss,2025-05-29,0,0,e8503e366390db7c779013a5cd1db41c
High charges,High amount of bills without any extra benefit.....soon switching to other company,1,Sukhwinder kohli,11.6.0,2025-05-03 19:19:41,Bell,iOS,itunes_rss,2025-05-29,0,0,c1ab6175c38cb31002f36165452c9f56
Annoying app,Gotta hate any app that continually and annoyingly prompts you for a review,1,jongalt2k12,11.6.0,2025-05-03 12:31:42,Bell,iOS,itunes_rss,2025-05-29,0,0,834f37ecea58af553ea200b51d802811
Call was disconnected and disrespectfully,The agent dropped the phone in the middle of conversation disrespectful when I asked to talk to her supervisor,1,BBZYO,11.6.0,2025-05-02 10:59:22,Bell,iOS,itunes_rss,2025-05-29,0,0,4d5e5a537b5f8d93f789a7177abdfe9a
Language problem,"Even though my settings are in English, the app is showing up in French, I can’t understand anything!",2,travelcol,11.6.0,2025-05-02 07:16:26,Bell,iOS,itunes_rss,2025-05-29,0,0,1273837875920ce0885929b43eb2f11e
