review_id,title,text,rating,author,app_version,date,app_name,platform,extraction_method,extraction_date,userImage,thumbs_up,developer_response,replied_at,appVersion,has_complaint,is_analyzed_by_id,analysis_status,error
2fa302d3-970b-4ce7-ad89-7348d7eadf0b,,Greedy company,1.0,A Google user,5.16.1.8,2020-11-08 4:50,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Norbert, we're sad to hear that we have not lived up to your expectations. If you do have an issue we will be happy to help you resolve it. Please reach out to us at https://communityforums.rogers.com so we can get started. ^tb",2020-11-08 11:57,5.16.1.8,False,False,exception,"'""summary""'"
758692c5-eef5-46e5-ae73-70adfdc895fd,,"Not uninstallable, wastfull garbage.",1.0,A Google user,5.9.0.10,2020-10-06 19:51,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hi Amelia! Sorry to hear you haven't liked the app. Please let us know if you're encountering any other issues besides uninstalling the app and we'll try our best to help you out! ^zf,2020-10-07 11:32,5.9.0.10,False,False,exception,"'""summary""'"
9429b2a7-25ca-4bf2-8da8-f1836da19986,,"Why has the myRogers app recently started showing up as running in the background? I'd also like to know why the app is reporting it used 14.5 GB of data since June. My final question of the day - what is ""Qualtrics feedback requests"" under Show Notifications?",1.0,A Google user,5.16.0.134,2020-09-14 22:07,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hello Richard! The likely cause of the app continuing to run has to do with our 'NetworkAid' location prompt. If you select  to always allow it, then the app will run even if closed. Please reinstall the app to select a new option (Allow once or Don't allow). Please post a message here: https://roge.rs/2F4tbNN to receive further guidance. ^yc",2020-09-18 11:46,5.16.0.134,False,False,exception,"'""summary""'"
4f5967bc-a126-47e0-a2b9-d36684c84c3f,,it is the pits! without question,1.0,A Google user,5.15.0.145,2020-08-30 21:50,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Dear Michael, 

We are sorry to hear this. Would you mind sharing the exact issues you had at https://communityforums.rogers.com and we will do our best to rectify those as soon as possible. Thanks! ^ch",2020-09-02 7:19,5.15.0.145,False,False,exception,"'""summary""'"
8033580e-85dc-4ea6-9bc6-99e0fd0a66ff,,Still Is not letting me open the app for weeks,1.0,A Google user,5.9.2.5,2020-07-16 15:35,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Madison, I can imagine how frustrating it is to lose access to the app for weeks. If you have not already, please uninstall/reinstall or disable/enable the app on your device. Let us know if issues are persistent. ^tb",2020-06-03 12:26,5.9.2.5,False,False,exception,"'""summary""'"
59eb8025-7828-4d47-bc7c-ffe5abd15414,,The worst app ever signing in is a pain in the ass,1.0,A Google user,5.14.1.1,2020-07-11 15:36,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Ani, sign in issues are never fun to deal with. Can you describe what is happening when you try to sign in? Do you get an error message of any kind? ^tb",2020-07-15 9:32,5.14.1.1,False,False,exception,"'""summary""'"
82cd9463-4914-4954-b0c8-45ad73bdb8ae,,Very good app and super easy,5.0,A Google user,,2020-07-10 3:46,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hello Hani! thank you for your comment and review. We are glad that you are happy with the app😊! ^cg,2020-07-10 8:00,,False,False,exception,"'""summary""'"
f529ecd2-2ffd-4cb7-9824-e74587e98a32,,Having so much trouble with this app. Most of the time i cant sign in and then it wont let me get support like live chat. Whats going on,3.0,A Google user,5.14.1.1,2020-07-08 11:23,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hey Kristie, sorry to hear about your experience with the app. We'd love to take a look into this for you. Please feel free to reach out to us at https://communityforums.rogers.com. ^jl",2020-07-08 15:31,5.14.1.1,False,False,exception,"'""summary""'"
a561270d-b99a-4dc6-9008-d8ceb5c76850,,Painfully good! 🙃,5.0,A Google user,5.14.1.1,2020-07-04 11:43,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Brenda, thanks so much for the 5 star rating! ^tb",2020-07-05 11:50,5.14.1.1,False,False,exception,"'""summary""'"
b10af4e1-1e96-4da5-a7cc-79b9fda2c83d,,Just orrible app,1.0,A Google user,5.14.1.1,2020-07-02 4:14,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hi Davide. I do apologize about your experience. what problems are you having with the app? We are always working to improve it. Please write to us at https://communityforums.rogers.com. We will try to help you immediately. ^ht,2020-07-04 10:46,5.14.1.1,False,False,exception,"'""summary""'"
64e77479-52b3-4e17-843f-54f7fbdd30b9,,Beaucoup trop de mise à jours pour une aussi simple application!,3.0,A Google user,5.14.1.1,2020-07-01 11:01,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Salut Simon, je sais que de devoir faire plusieurs mises à jour peut être inconvénient. Est-ce que tout fonctionne bien avec MonRogers? ^mg

M-À-J: Merci d'avoir mis à jour votre évaluation Simon! Avisez-nous si vous avez besoin de plus d'assistance. :) ^mg",2020-07-02 17:38,5.14.1.1,False,False,exception,"'""summary""'"
1c39cffd-a002-4047-a546-2f1f04ed819e,,This app keeps crashing. I have uninstalled it and then updated it again. I have disabled it and then enabled it. It keeps crashing!!!! it's very finicky... In the past 3 months is probably crashed over 50 times and it's extremely annoying. I'm not sure why a big corporation like Rogers can't get a simple app to function properly.,1.0,A Google user,5.14.1.1,2020-06-30 0:50,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,24.0,"Hello Susan, We are very sorry about the experience with the app. Please ensure you have the latest updates. Also, check if the app is running in the background. You can also message us at https://communityforums.rogers.com about the issue. ^cg",2020-06-30 10:11,5.14.1.1,False,False,exception,"'""summary""'"
2c655c00-d313-4593-830c-8300748ef463,,"I am very happy with my rogers, it's FB that is the problem. I feel if you are running a business like FB then be there to help your customers.",5.0,A Google user,5.14.1.1,2020-06-29 11:41,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,"Hey Charlene, thank you for taking the time to rate us 😊. We are glad that you liked the app. ^cg",2020-06-30 9:23,5.14.1.1,False,False,exception,"'""summary""'"
64a33a08-1628-443f-9a1f-b196d097cc24,,F.,5.0,A Google user,5.14.1.1,2020-06-28 11:38,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hello Savo, thank you for rating the app😊. ^cg",2020-06-30 7:47,5.14.1.1,False,False,exception,"'""summary""'"
8dec1fe1-7af6-4e95-bdf5-470a1762b42b,,Your app keeps saying im off line. Sorry you still have bugs to fix.,3.0,A Google user,5.14.1.1,2020-06-18 10:51,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hey Robert, we appreciate the heads up! We certainly want our app to work well for you. Is this error happening while on WiFi, mobile data, or both? Have you tried uninstalling/reinstalling the app (or disable/re-enable if pre-installed) to see if this helps? Let us know! :) ^yc",2020-06-20 10:20,5.14.1.1,False,False,exception,"'""summary""'"
d96137b5-eee9-4644-8b22-eb7da5772f9c,,It's an Amazing app. Very easy to use 💯👍🏽,5.0,A Google user,5.14.1.1,2020-06-17 22:09,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hey Andrew, 

Thanks for taking the time out to leave your review! We're elated to hear you enjoy the app and it's easy to utilize! : )^jl",2020-06-18 15:11,5.14.1.1,False,False,exception,"'""summary""'"
b0b5ac1c-64a2-481f-9a77-c6fcb6ceffde,,"Unimpressed with the lack of compatibility with Ignite Wifi Hub app on an up to date, Samsung Galaxy s9 Plus. Some sort of upgrade is really needed, I can't jump between my phone and an old iPhone to monitor and control my new Roger's ignite internet. Bad start...",1.0,A Google user,5.14.1.1,2020-06-17 9:00,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Chirs, thank you for your comments. Hopefully, you are enjoying the MyRogers app! The Ignite WiFi Hub app is certainly compatible with S9+, what happens when you try installing it? We would like to more about the issue, please drop us a line at https://roge.rs/2YYdIXe so we can work with you towards a solution. Cheers! /Moin",2020-06-17 15:23,5.14.1.1,False,False,exception,"'""summary""'"
9ae9651a-990e-4be9-bfb2-5b1dd9bebe1c,,The app is poorly laid out and not very intuitive. Far too many things I want to do in app take me to a seperate browser page to log in.,2.0,A Google user,5.14.1.1,2020-06-15 8:09,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Dave, I can understand how difficult it can be if the app is not functioning to your liking. We are always looking to improve the app experience for our users, and really appreciate the feedback. If there is anything specific we can look into, please contact us at https://communityforums.rogers.com.^ht",2020-06-15 11:19,5.14.1.1,False,False,exception,"'""summary""'"
eb15e5b3-1b50-4ae4-811c-f1a7b3396038,,Just twirls and swirls,1.0,A Google user,5.14.1.1,2020-06-12 11:25,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hello, can you share more details about your problem at https://roge.rs/2YYdIXe? The issue could be related to available resources on your devices. We look forward to hearing from you. Cheers! /Moin",2020-06-13 13:26,5.14.1.1,False,False,exception,"'""summary""'"
2e539055-12c2-4414-9668-2bb39dfd3e7d,,"My experience with getting my bill on line is a royal pain in the but I have tried several times to get thing to work even with live chat. I think you should have just stuck with paper, paper works good always!!!!!",3.0,A Google user,5.14.1.1,2020-06-08 14:05,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,"acnfitch, I can understand how frustrating it must be not being able to view your bill easily. It may take a bit of getting used to but I think you will find the paperless option better and it is better for the environment. We will pass along your feedback regarding paper-less bills. ^tb",2020-06-11 11:25,5.14.1.1,False,False,exception,"'""summary""'"
12f15394-ff9c-43af-be6c-a70b0e568f15,,"Update (6 june 2020): still crashes (same issue""MyRogers keeps stopping"") App crashes everytime i open it when connected to wifi. No error message. When i open the app it shows the rogers logo for a second and then it crashes. It is working now but the issue has happened many times in the past.",1.0,A Google user,5.14.1.1,2020-06-06 12:14,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,4.0,"Hey A J, we definitely want the app to work for you! When the app crashes, is there any error message that accompanies it? ^yc Edit - Updated Reply: Thank you for more info. You should try closing the app from the background before launching. This helps the app in establishing a fresh session. Thanks! /Moin",2020-05-09 14:19,5.14.1.1,False,False,exception,"'""summary""'"
cba76ed8-0d23-41a2-881e-e9f04741d6c2,,Quick and Easy!!!,5.0,A Google user,5.14.1.1,2020-06-05 20:28,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Ann-Marie, we're thrilled that our app is working so well for you. Thanks so much for the 5-star rating! =) ^tb",2020-06-07 9:59,5.14.1.1,False,False,exception,"'""summary""'"
efc50c43-1877-4187-bcc5-d54a9a96611c,,"Keeps crashing. Won't even load to the login screen. Has worked in the past but been down for a month at least. Very annoying and useless. Update: if I am connected to the WiFi in my home the app crashes everytime as stated above. If I use the LTE Rogers network, the app opens up and works appropriately. Don't understand why this would be but the ""work around"" fixes the problem.",5.0,A Google user,5.14.1.1,2020-06-05 1:03,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,19.0,"Harry, that has to be frustrating, to say the very least! Can you kindly try uninstalling/reinstalling the app or disabling/re-enabling the app to see if this resolve the login issue? Update: Thanks for that info! Please reach out to us at https://communityforums.rogers.com so we can escalate a ticket to investigate this for you. ^tb",2020-06-07 9:50,5.14.1.1,False,False,exception,"'""summary""'"
ace0700b-badd-4ff3-8993-87cf12f1de91,,Terrible recently. I lived by this app. Now it doesnt recognize my account. Neither way to sign in work. But it works on web page so i still exsist even though it insists i dont. Please fix it!,2.0,A Google user,5.14.1.1,2020-06-04 23:33,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hmm, that is super odd, Dena!  I also use my app almost every day, so I understand. We definitely want to help you get your app access going again! If possible, can you please try uninstalling/reinstalling the app (or disabling/re-enabling if the app was preinstalled), followed by a device reboot to see if it helps? Keep us in the loop! :) ^yc",2020-06-06 11:18,5.14.1.1,False,False,exception,"'""summary""'"
aa44257b-a1d2-4d3b-ad66-efbfb56e7afd,,"I'm not able to have data of my usage, it reads as 0 after over my first month of usage. That's a big that needs to be fixed",3.0,A Google user,5.14.1.1,2020-06-04 16:21,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,Hello there and thank you for using our app! I'm sorry to hear the usage details are not up to date. :( It may not show until your next bill cycle if a change was recently made to your account. Feel free to post a new message here: https://roge.rs/2F4tbNN if you would like us to investigate this for you! Thanks so much! ^yc,2020-06-06 11:08,5.14.1.1,False,False,exception,"'""summary""'"
74587274-7ecc-4817-b0b0-10949d3aefd8,,keeps trying to log me into a canceled account that is somehow still linked to my email...,2.0,A Google user,5.14.1.1,2020-06-04 12:39,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hey Nicholas! That sounds to me like an account linking issue that would need to be corrected at the backend! If possible, please post a new message here: https://roge.rs/2F4tbNN to receive guidance for your issue! Thanks so much! ^yc",2020-06-05 11:30,5.14.1.1,False,False,exception,"'""summary""'"
89f05c54-6349-4271-99de-98217d6ff9cd,,As a senior my memory is not as acute as it once was,1.0,A Google user,5.14.1.1,2020-06-02 11:37,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,,,5.14.1.1,False,False,exception,"'""summary""'"
4052b527-934c-47e0-bd2b-ec77b5c7b92b,,Love it.,5.0,A Google user,5.14.1.1,2020-06-01 6:30,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Nicole, thanks so much for the 5-star rating! We're glad that you love our app. =) ^tb",2020-06-01 8:35,5.14.1.1,False,False,exception,"'""summary""'"
94cfbd2f-9442-4f1d-b354-2594cefcef54,,Has worked fine for what I use it for.,5.0,A Google user,5.14.1.1,2020-06-01 5:28,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Kelly, we're glad that our app has met your needs. Thanks so much for the 5-star rating! =) ^tb",2020-06-01 8:35,5.14.1.1,False,False,exception,"'""summary""'"
942a1f1d-19dc-4f54-b1c2-68f585430b63,,Very good and handy app recommended 100%,5.0,A Google user,5.14.1.1,2020-05-30 14:45,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"David, we're so happy to hear that the app is working so well for you. Thanks so much for this awesome 5-star rating! =) ^tb",2020-06-01 7:49,5.14.1.1,False,False,exception,"'""summary""'"
a8326fb8-66f6-4453-b532-3ef58a44ff64,,App will not open on samsung A71. Reason for low rating.,1.0,A Google user,5.14.1.1,2020-05-29 8:45,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Curtis, we're sad to hear that our app has not been working properly on your device. Can you describe what is happening when you try to load the app? Do you get an error message of any kind? We look forward to your response! ^tb",2020-06-01 7:05,5.14.1.1,False,False,exception,"'""summary""'"
8901187a-1eb0-4622-8aa3-e3aff22a2e13,,I can't seem to link my account to the app!!!,1.0,A Google user,5.14.1.1,2020-05-27 9:43,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Oh no, that's no good! We definitely want to help you with this, Alice! Feel free to post a new message here: https://roge.rs/2F4tbNN to receive guidance for your issue! Thanks so much! ^yc",2020-05-28 7:19,5.14.1.1,False,False,exception,"'""summary""'"
eadc5bba-3852-489e-ae9c-a30ca4c04a57,,Wonderful experience !!!!,4.0,A Google user,5.14.1.1,2020-05-25 19:18,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"That's awesome to hear, Gagandeep! So glad you are getting enjoyment out of using our app, that means so much to us! Stay safe and take care! :) ^yc",2020-05-28 6:50,5.14.1.1,False,False,exception,"'""summary""'"
7d8ee95c-16a7-406b-90ad-6f4391f1fab6,,Worst app ever everytime you open you need to update the app,1.0,A Google user,5.14.1.1,2020-05-23 16:51,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Andaaz, I can understand that it can be inconvenient to have to update your apps. Generally, there is an update once a month to ensure the app is stable and compatible with the latest OS updates. We will pass along your feedback about the frequency of updates to the app developers to review. ^tb",2020-05-25 19:27,5.14.1.1,False,False,exception,"'""summary""'"
318d3d0b-ae8e-413f-a853-811d68d92c51,,"There was finally an uninstall option for the app (it only appeared after I disabled/enabled). I uninstalled the app, installed the updated one and now all works well. Thank you.",4.0,A Google user,5.14.1.1,2020-05-17 20:12,Rogers,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Darrielle, thanks for trying the disable/enable option. This time when you are on that screen to disable/enable, can you tap on the 3 dots menu on the top and tap 'Uninstall updates'? Reboot your device. Now you can head to Play Store and download the latest version. Hopefully, this resolves the crashing issue. Update: You are most welcome! ^tb",2020-05-19 12:06,5.14.1.1,False,False,exception,"'""summary""'"
