id,app,platform,rating,date,content,old_category,new_category
7ec1c6f2-a310-46a9-81f3-dddf42bcd852,Bell,Android,1,2025-04-11 10:09:33,Competent service out of Bell?🤣🤣🤣🤣🤣🤣There's a better chance of the Beatles reuniting 🤣🤣🤣A generic auto-generated email response.....shocking....NOT 🤣,Customer Support,Service Quality
12522933195,Bell,iOS,5,2025-04-09 08:40:07,Excellent service by Rae I highly recommend,Customer Support,Service Quality
12516380649,Bell,iOS,5,2025-04-07 15:41:47,Happy to have unlimited for a reasonable price all service staff have been very helpful when needed! Thank you for all the work you do!,Customer Support,Service Quality
12516346886,Bell,iOS,1,2025-04-07 15:28:09,"0
The reason why  was this morning I on April 4 paid $150 to you bell it takes 2 to 3 days to show up in your account but you had one of your employees phone me at 9:30 in the morning but can’t wait till the next day because I did send the payment plus you record everything she wanted me to give $100 or $50 by the 21st of April but I don’t have the money till 26 April you changed the amount of money and I can’t change the date even if I’m paying five dollars right now and there’s 150 coming do better be where the customers that keep you afloat and why that’s why I rated you guys zero I’ve had no problems till now trust me try any of your recordings that you have that woman that I talk to from bell  is her way or the highway that’s not customer service and I’ve never had that happen. You recorded her and recorded me. And I was nice because she was not getting her way. She ended the conversation because it’s being more fair to your company to change the amount. But I know I have the money coming and to catch up on them whole bill. I can’t do that till 26 April. How do you justify that as a Canadian company? Why is it your way or no way? Bell your not being fair. To your loyal customer for 10 years roughly and why?",Customer Support,Billing
7b816a56-2f95-4e3b-ba73-879bc81f0f87,Rogers,Android,5,2025-04-07 06:12:41,excellent customer service.,Customer Support,Service Quality
12505097356,Bell,iOS,1,2025-04-04 20:52:07,Philippines customer services is terrible keep canadians working,Customer Support,Service Quality
2835e1af-67c8-4d37-a5d9-176a85085e05,Bell,Android,1,2025-04-03 12:21:30,"this is good to check your bill amount, but don't try ordering a new phone on it, I tried and they deleted my account 2 times and canceled my order with out reaching out to me asking if I made the order, & when I call them they have no explanation for the cancelation, thumps down bell horrible service!",Customer Support,Billing
12490488197,Bell,iOS,1,2025-04-01 05:52:22,Customer service representatives love to use “thank you for being a loyal consumer” but when it’s time to help the customer they are pretty much useless 👍,Customer Support,Service Quality
911490d4-ad68-4ff8-ad4b-b060c9987164,Rogers,Android,5,2025-03-31 12:09:37,I find that Roger's as a good customer service,Customer Support,Service Quality
86260ae7-7b84-43c2-b77a-2dd05731c4e7,Rogers,Android,1,2025-03-30 16:24:28,gods awful customer service . there's no way anyone is putting a 5star. only possibility is a bot in retaliation to negative reviews,Customer Support,Service Quality
83c5f7a3-a7f7-4790-9fe2-0ce33bbb1856,Bell,Android,1,2025-03-30 11:12:53,sur servixe on phone n expaljn bills,Customer Support,Billing
12482625070,Bell,iOS,1,2025-03-30 06:19:22,"This has been an ongoing issue for months. I wanted to upgrade my package a few months ago, but continued to get the error. Each time I called the number provided for the Maritime provinces I got a rep for Ontario. They would try and put me in contact with a rep in the maritimes but each time it was the wrong department. It 2 weeks of back and forth to try and get to the correct department. I made them aware of the app issue expecting it to be fixed by now. Nope, still the same internal error which means I have to call Bell yet again, and go through the same hoops. Ugh, you’re a communications company, communicate better.",Customer Support,Pricing/Value Comments
28aba4d7-1f51-42b4-8b37-0fc9cc03d9c3,Rogers,Android,3,2025-03-28 11:58:52,"I really appreciate everything you are able to do with this app, but I didn't have a clear understanding of the charges in, and it's so time-consuming on the phone with the transfers to the correct department and I'll edit my review if all departments were in sync with my being verified from the beginning",Customer Support,Billing
7a5d73d9-230f-4fd9-8969-5d50961883c0,Rogers,Android,1,2025-03-28 06:30:24,"out of order, hous wasted calling, rep unable to fix, no follow up by Roger's, we canceled service. Now, we have been waiting 2 weeks for an emailed shipping label to return the modem. More time wasted calling incompetent call centre.",Customer Support,Service Quality
6055a19d-9d78-4665-8d1c-cef736adeb25,Bell,Android,5,2025-03-27 14:57:35,thanks!! great service!!,Customer Support,Service Quality
d46aa91e99c78e3f1a0f0daab2383c05,Bell,iOS,5,2025-03-25 19:17:33,It was an amazing to talk to John Andrew over the phone to discuss my monthly charges. He is an awesome person,Customer Support,Billing
12442923231,Bell,iOS,5,2025-03-20 08:03:23,Great service and filled my request,Customer Support,Service Quality
c2e4d58b-f939-4e18-87f7-2fc7cbf54059,Bell,Android,1,2025-03-15 09:59:04,Terrible service if you have to speak with an agent. Lack of intuitive information if trying to add services,Customer Support,Service Quality
6036a60b-f8c5-48d1-a90a-c37cc39c6d0b,Bell,Android,5,2025-03-15 09:50:09,bell store in south center calgary helped me out . Great service.,Customer Support,Service Quality
0376c5d8-70a6-4444-87ab-bc6b6ee36abc,Bell,Android,1,2025-03-12 19:40:16,I have had the worse experience with this company. looking to close this account very soon poor poor customer service,Customer Support,Service Quality
12411975087,Bell,iOS,5,2025-03-12 07:32:41,The representative that I dealt with was exceptionally helpful and knowledgeable. It was a pleasure dealing with someone who has the client’s concerns and best interest at heart. She deserves a raise for outstanding service.,Customer Support,Service Quality
978c4577-a15a-4ef6-896e-01af2345c24b,Bell,Android,3,2025-03-11 11:21:14,Good service,Customer Support,Service Quality
21f3cae9-e428-44c7-b78f-078885edb6a5,Bell,Android,1,2025-03-10 05:20:49,over priced and poor customer service,Customer Support,Service Quality
d564603c-a23a-40a7-b79d-8e9aa7df7546,Bell,Android,5,2025-03-08 17:06:07,Très bon service et les explications sont claires et précises. Merci !,Customer Support,Service Quality
1ab073de-44b3-423d-acb3-63c104c96656,Bell,Android,1,2025-03-06 14:43:07,customer service hung up on me. very rude,Customer Support,Service Quality
12382734740,Bell,iOS,5,2025-03-04 15:59:05,Excellent technical support and customer services,Customer Support,Service Quality
6b3d7535-6819-4ab5-8f81-911e5db9530e,Rogers,Android,4,2025-03-03 08:41:00,Great service for 21 years. More technical support and guidance where we will will be in need of help and guidance and services,Customer Support,Service Quality
12374215250,Rogers,iOS,1,2025-03-02 10:02:45,No access to direct number for customer service.,Customer Support,Authentication
12374140241,Bell,iOS,5,2025-03-02 09:39:48,"Had a problem regarding a charge for an unreturned modem. 
A gentleman named Ems was extremely polite and helpful ! He made it a positive experience.",Customer Support,Billing
12373725940,Bell,iOS,5,2025-03-02 07:40:18,"Nous avons eu Jeremy comme technicien.
Il a été courtois, gentil et rapide.
Très contents de son service. Merci",Customer Support,Service Quality
12371065245,Bell,iOS,1,2025-03-01 15:51:39,This is my second comment about how I was treated when I first moved internet to bell I was told I would be paying $50 per month as it’s offered in my building but instead I am being charged $65 and every time I call I’m put on hold and told bell knows nothing about it,Customer Support,Billing
fe184a36-47b1-4875-88d8-785aae15f54a,Bell,Android,2,2025-03-01 09:06:09,still waiting for my call back from 2 days ago that was scheduled to happen within 30 minutes to 1hr,Customer Support,Service Issues
3d0da25f-cca0-46a8-b546-1ae6f0b357c0,Rogers,Android,5,2025-02-28 12:54:39,Perfect service,Customer Support,Service Quality
0211e156-14bd-431f-9265-56aaf1624696,Bell,Android,1,2025-02-27 05:03:14,"Bell customer service is horrible being bounced between departments with long waits and no answers. Our service agreement was not set up as quoted, and we have been overcharged by Bell. The contract was set up incorrectly. The Bell agent made a mistake. We are being charged $85 for my husband's line instead of the quoted $40. A better deal was the only reason switching to Bell from Rogers. We will be switching back to Rogers unless the $85 fee gets reversed. RATING REMAINS 1 STAR.",Customer Support,Billing
fd69e70d-b996-4e15-b6f0-69b3fce8ce53,Rogers,Android,5,2025-02-26 15:59:04,I love dealing with Rogers I find there good for helping with any problems I have,Customer Support,Pricing/Value Comments
12358230975,Bell,iOS,1,2025-02-26 11:12:04,Took 3 hours with 4 different agents to request a temporary suspension on my account. Terrible service! Even after I called the 4th time - the agent was rude & could not complete the request. Not helpful at all. They will keep asking you to go to the app even though you’re calling the helpline for the request!!,Customer Support,Service Quality
588f7806-f194-4da4-a0ff-4214f8caccfb,Bell,Android,1,2025-02-26 09:30:32,"brutal. bell is terrible. 2.5 months and 4 hours on 4 different phone calls to cancel the cable TV I had arranged for my father in the long-term care home after he became too sick to watch. still they charged me $75 for early cancellation fee. they broke my ""never post a bad review"" streak.",Customer Support,Billing
cac81144-aa79-458e-bb42-e85cd906246d,Rogers,Android,5,2025-02-25 14:16:17,Very very good 👍 thanks you Roger's excellent very very good service 😀,Customer Support,Service Quality
a0b3fd65-3bfd-4543-89ae-f442f17f8c06,Bell,Android,5,2025-02-24 10:11:07,adorable service agent d'une patience inouïe merci,Customer Support,Service Quality
b4edb9e2-697c-47b7-b201-13d9c9dfe8b9,Bell,Android,1,2025-02-20 18:43:15,Horrible customer service. I am being overf billed for 9 months and have gone through 3 managers who promised to correct the issue and all have neglected to follow through on their promises. Completely disgusted by this company. I am being billed double each month and no one can or will assist me.,Customer Support,Billing
7202dc4d-ac73-474a-8c38-3ef05bc07077,Bell,Android,1,2025-02-20 13:46:10,"I switched to Bell 2mths ago with promises of a lower monthly rate. After spending far too much time on the phone with employees that provided incorrect and misleading information, I'm still stuck with a phone plan that has not changed my monthly rate at all and am told there is no one elseto escalate my case to. I'm beyond frustrated and will be switching back to my original provider.",Customer Support,Pricing/Value Comments
12327565577,Bell,iOS,5,2025-02-18 16:20:02,I changed to Bell recently. Had various questions. They were prompt to respond and answer quickly and accurately.  It was good knowing their support is available.,Customer Support,Pricing/Value Comments
12327486372,Bell,iOS,1,2025-02-18 15:48:13,Worst service ever I’ve talk to customer support no use my bill was not cleared in the system I’m loosing my credit because of that I’m paying extra it’s been 3months doesn’t matter whom you call you get different answers and making me pay extra amount every single time.. fed up with this service..never again!,Customer Support,Billing
12318510110,Bell,iOS,5,2025-02-16 08:52:19,"Very rarely do I have a poor or no signal. Customer service has improved alot in the last couple of years. 
However plans and monthly bills are outrageous. Unfortunately nowhere to turn for equal coverage or service.",Customer Support,Billing
ea3504f9-afb6-454f-9b51-d8c5c990c5a3,Bell,Android,1,2025-02-15 18:29:14,customer service sucks. three time I have had to set up the same payment arrangement this month,Customer Support,Billing
12314481014,Bell,iOS,5,2025-02-15 09:00:57,Je vous remercie pour votre service que vous nous fournissez. Et surtout merci pour la patience.,Customer Support,Service Quality
12310859890,Bell,iOS,4,2025-02-14 10:57:07,Very good service to set up my new iPhone & Internet!,Customer Support,Service Quality
2a7ecbe9-054c-4b5f-9cdd-42472cba947b,Bell,Android,1,2025-02-14 08:34:06,Customer service is so rude and reise the plan price without permission.,Customer Support,Service Quality
b485762111866f24feadead7cb88cfdc,Rogers,iOS,1,2025-02-13 19:32:32,Have to pay a high bill …win back team misguided and called Roger’s five times ..rogers put it on win back team and win back on Roger’s…plz don’t trust win back team,Customer Support,Billing
adb11740-c4de-4226-bc0c-b3b99e68a4c1,Bell,Android,5,2025-02-13 13:13:59,Mangal at the Market Mall branch was exceptional to work with. He's fantastic and has great customer service skills.,Customer Support,Service Quality
12303740558,Bell,iOS,1,2025-02-12 14:28:10,I called regarding my bill increase. John eq29754 told me prices go up there’s nothing he can do about that. He said I lied about not getting notified about the increase and was very condescending. It’s because of Johns poor attitude and customer service that I am now looking for a new mobility provider. So disappointed.,Customer Support,Billing
55520b5a-d60a-46ca-a927-34abaf8a0ed8,Bell,Android,5,2025-02-08 09:28:04,best of the best customer service,Customer Support,Service Quality
12279788192,Bell,iOS,5,2025-02-06 16:42:33,Good service!!,Customer Support,Service Quality
12279094034,Bell,iOS,5,2025-02-06 12:16:30,I have always enjoyed Bell services. And the customer service is top notch. You always take care of me. Thank you,Customer Support,Service Quality
12276142003,Bell,iOS,1,2025-02-05 19:13:37,"Customer support in Philippines doesn’t know anything about customer service 
You guys gotta learn from telus",Customer Support,Service Quality
12271897297,Rogers,iOS,1,2025-02-04 17:48:17,"To :- Rogers Customer Experience Team ...What is the purpose of asking a customer to complete a survey & not answering the concerns or doing anything about it, I’m perplexed & very frustrated, I’ve been trying for a couple of months to get a few problems fixed.

Obviously I typed the previous message some time ago & thought when I talked to someone in billing that I had all my problems fixed now tonight (Feb.4th) I find I can’t watch the Oilers game, because it’s not showing on my Sportsnet channels.
Please, please, please for the sake of my mental health, before I lose my mind completely can somebody give me ALL Sportsnet channels.
To :- whoever reads this complaint, if there is such a thing as a file on my account you could find that I’ve been phoning & chatting online for months, every time I believe my concerns have been addressed something else crops up, if I thought for 1 minute that Telus would be any easier I would be cancelling my account with Rogers/Shaw immediately.
Hoping to hear from a rep. very soon.",Customer Support,Billing
87de6d62-867e-407a-971b-c68a4f741766,Bell,Android,1,2025-02-03 09:22:15,"I have had the absolute WORST experience switching to Bell. I sent in my new phone for a repair, they told me the cost was 800, but I would be able to put it on a payment plan. I agreed, and then all of a sudden, I have customer service yelling at me saying, ""Sorry to burst your bubble, but you have to pay by the end of the month."" I should have been notified of this before agreeing to repair the phone. I have had to call 8 times because of departments not speaking to each other. DO NOT switch",Customer Support,Billing
12265876993,Bell,iOS,3,2025-02-03 06:30:12,"Called re our mobility service and was not impressed with the service I received.   She said she sent a code by texted which never ever came to verify who I was and I called from my bell cell then transferred me to the loyalty program who after verifying I was who I said I was went in search of a better plan for me, the line dropped and they didn’t have the decency to call me back.   Bye bye Bell mobility. You’ve drained this Senior citizens bank long enough. You give new people better deals than loyal customers that are just over a 1/3 of the price you charge us.",Customer Support,Billing
12263790996,Bell,iOS,1,2025-02-02 17:19:16,Signed up for automatic payments. Says I am still owing bill. Tried calling several times. Have been on hold for at 1 hour on one of the occasions. Unable to get any type of support. But to sell you a plan they are extremely responsive,Customer Support,Billing
12258953062,Bell,iOS,1,2025-02-01 14:03:03,Bad customer service!  Price gouging!,Customer Support,Service Quality
12258814155,Bell,iOS,1,2025-02-01 13:15:19,You’ll find out when the CRTC contacts you about false statements made on a taped line which I have,Customer Support,Billing
12258139323,Bell,iOS,5,2025-02-01 09:50:57,Great service,Customer Support,Service Quality
12250046771,Bell,iOS,1,2025-01-30 11:39:21,"The door-to-door sales person that got me to switch everything neglected to tell me that pre-authorize payments are only for debit not credit to get the discount of $10 plus on top of that when I got my second line, they neglected to tell me as well. They also impacted my credit score for no reason and did it multiple times. Why is it that your competitors have no problem excepting pre-authorized credit card payments. Called multiple times to ask them if they could you know fix my problem with networking issues plus the pre-authorized credit payments. I basically get blank answers with no answer at all. Let’s talk about Bell mental health .",Customer Support,Billing
b995ada3-d97a-4673-be8e-2fbe34d36f34,Bell,Android,1,2025-01-29 19:37:37,"Horrible time. Nothing but problems. Very disorganized. It's all good while speaking to them, then it falls apart afterward. I've spent countless hours on chats, phone calls, hours with the poor technicians who are sent with incomplete information. A waste of everyone's time. it's a full time job to make sure it all gets done but to no avail. I arranged for preauthorized payments and am paying interest on a late payment bc no one told me it would take 3 months for authorized payment to apply!",Customer Support,Billing
e4db4495-6832-44c0-823f-4d7137621bb3,Bell,Android,1,2025-01-28 17:52:32,"this app is most stupid App ,it didn't have customer service phone number , it have just virtual chat if you any help ,there's no one to help you just virtual chat,I prefer bell canada replace CEO TO robot couse now just he working in bell canada",Customer Support,Service Quality
8b4ba3b5-04c5-4565-b858-e491213a56b2,Bell,Android,1,2025-01-27 14:51:13,zero customer service,Customer Support,Service Quality
7e469362-8c54-44bc-bd6f-b2ea3afebaa0,Bell,Android,5,2025-01-27 12:46:44,"The representative was friendly and accommodating. There was no long waiting for the service as he help me hooking my phone to my old number. Thank you, you were very nice man.",Customer Support,Service Quality
e4aca01d-6963-4946-aef7-14ec3d5ba073,Bell,Android,5,2025-01-26 10:42:07,very easy to deal with.,Customer Support,Pricing/Value Comments
e3034e22-6449-4316-8527-8da6038d813c,Bell,Android,1,2025-01-26 09:53:30,"If I could have submitted no stars, that is what I would have chosen. My dealings with Bell have been a nightmare. We have been Bell customers for 53 years. But Bell exhibits no loyalty to us. You receive better service if you're a new customer. I have eventually got everything set up and working but after MANY frustrating phone calls to the company asking for help. And not getting it easily. One department in Bell has no idea what another department is saying or doing",Customer Support,Service Quality
12226039448,Bell,iOS,1,2025-01-24 11:16:11,"Your customer service over the phone is poor, I’m frustrated with a few things with you guys and I’ve started the conversations out professionally and then your team gets frustrated with me because of your mistakes or your computers mistakes, not very professional at all, I had called in numerous times and asked for a call back if disconnected and not once did I get a call back, again very unprofessional get it together all I wanted was some help with my bill",Customer Support,Billing
ab53a9eb-0729-4ea0-99ef-0ee9eb12dd0d,Rogers,Android,1,2025-01-24 08:13:09,"If there was a race about being the slowest between A snail, a turtle & Rogers customer service. Rogers would win 🏆. Talking about the Customer service Chat room not the app",Customer Support,Service Quality
33ac07dd-ec20-45e3-9a35-989ab4fd01cd,Rogers,Android,4,2025-01-24 03:28:44,Great service!!! /,Customer Support,Service Quality
12209094240,Bell,iOS,1,2025-01-20 12:30:16,"J’ai reçu deux avis de paiement de facture une pour le Cel, et l’autre pour le forfait télé. Internet celui-ci me dirige à la facture du Cel ! ?
Impossible de consulter et imprimer la facture du forfait télé. Internet,
Encore une perte de temps à discuter avec le service client",Customer Support,Service Quality
a8a96b89-3096-4b16-8562-b8f6e8215849,Bell,Android,5,2025-01-19 20:13:25,Excellent service,Customer Support,Service Quality
386e4b71-c795-4e4a-98d8-feec3cfefadc,Bell,Android,2,2025-01-18 18:07:32,i was satisfied before but now I bought new device there was a gift card of $200 but I didn't get that. I talked to bell customer service team. they didn't respond well anything or solved my issue. if you can do anything then let me know.,Customer Support,Service Quality
bda5ea44-dafb-4d42-98a1-4342d75c9a3d,Bell,Android,5,2025-01-15 09:27:15,"I'm getting frustrated with BELL, cuz I've talked to someone a days ago about the bill for December, and nothing hasn't been changed, I'm at the moment looking for who'll serve me better than what I'm encountering, thanks very much for cooperation and understanding.",Customer Support,Billing
5fed4ac0-87d6-41c1-9e33-d06e57514f6a,Bell,Android,1,2025-01-14 16:03:01,"Worst customer service. 2 hrs and 45 m on the telephone between 2 departments passing me like a ping pong ball. Calling to add a channel for my parents Yes, I have permission on their account. Adding a channel is impossible. Cannot add RDS 2 French to the silver channel package. The representative hung up and never called back last Sunday in the French queue. 3 rd attempt, forget BELL for support with our older parents who need technical help. Deny a 80 year old to add a channel...",Customer Support,Service Quality
6fbfacb8-baa9-4137-bd82-7e64834a148e,Rogers,Android,2,2025-01-08 09:23:04,"Customer service seems to try hard but the company doesn't follow thru clearly. Was told I was getting $120 credit at sign up. After a couple months I contact them to check reassured me next month. Guess what ? No credit. Beware of their promos, I had to lose because I couldn't finish online due to their system flagging me I had to go in to confirm my identity and all of sudden things changed. Little weird but still better then Bell.",Customer Support,Billing
6fae8c87-ce1d-4d0c-9285-7ba2341e5b63,Bell,Android,1,2024-12-19 15:26:01,"Bell customer services makes promises that Bell accounts & billing doesn't care about. Pick a different phone company. (I'd say ""better"", but truthfully, they're all garbage.)",Customer Support,Billing
76d55597-b5f1-4671-a479-b0ada09a4633,Bell,Android,1,2024-12-16 15:36:17,It's 2024. Get with the times... Bad Customer Service.,Customer Support,Service Quality
0b0c3053-5297-46b7-97da-8e699f0f5b89,Bell,Android,1,2024-12-14 09:40:49,"Today is the worse day i've had in my life, a female rep from bell collection unit made me feel so bad because i'm trying to pay my wifi bill on phone. The disprespect is unbearable, She humilliated me.",Customer Support,Billing
