review_id,app_name,text,date
5770459c78f7162fb5e36e0ae4af4c9d,Bell,"Terrible support, regret switching from Roger’s to Bell , your adds say to support people with disabilities??? Worst ?!!experience I have had to deal with?!? I have been trying to deal with your so say support for a year now?? People in the Philippines don’t seem to care ??? Trying to make a payment and it frustrating",2025-05-19 22:29:42
d6c5666658621e6432002509f6a5b872,Bell,Tried to set up autopay but my account number keeps coming back as invalid.  Trying to save time… Annoying.,2025-04-23 14:38:42
f2f14ee85976a7e62e869e89aade14f6,Bell,J’utilise le prélèvement automatique depuis plus d’un an et sans raison celui-ci se désactive à plusieurs reprises et je reçois un avis de non paiement. Je doit réentrer la même carte pour réactiver et on ne sait jamais si le paiement se fera…,2025-04-06 13:38:41
3b3d3fa152924f3eb398f463c935ca3c,Bell,The app stalls all the time. Then the pages closes. Very annoying.,2025-04-03 06:51:21
0259650473a9d40c8e298ffb8683c7fd,Bell,Affichage horizontal impossible avec IPad,2025-03-29 07:35:46
62df478f6153dcce0db48b9cb8459fce,Bell,Suspension pour l’hiver je dois téléphoner chaque mois,2025-03-28 20:09:30
7e4a1e82b24fd692a75a8be0a20d2815,Bell,Set up pre authorization payment and was never told that it did not kick in till the following billing cycle. If I did not look into it I would have had over due payments. I am really not happy about this. This is exactly awful customer service. I am going to be looking at changing providers at the end of my term.,2025-03-28 12:54:21
7667abd2374629578faa4ca51d7dee95,Bell,A really poor system if I could have given minus stars you would have -10 out of 5,2025-03-27 15:32:16
d46aa91e99c78e3f1a0f0daab2383c05,Bell,It was an amazing to talk to John Andrew over the phone to discuss my monthly charges. He is an awesome person,2025-03-25 19:17:33
f85d5a022268826a2774ba21403e3e60,Bell,"Vous ne pouvez pas dire qu’ils ne sont pas compréhensible, ils sont très compréhensible, ils sont les meilleurs",2025-03-21 14:49:00
71bf34b086b62e0a143970041b0e94b7,Bell,"Constantly stalls and lags. Doesn’t load. Cant pay bills, errors everywhere.  Once you fix the app I’ll pay my bills.",2025-03-19 17:54:26
12860cf34c99d38ceb4a50d2a59867c3,Bell,Rogers is cheaper. I’m switching,2025-03-17 07:09:45
31c389c58a6694fa7cfa08d95fe13217,Bell,Lorsque je reçois la facture il est impossible de faire le paiement aussitôt car la page pour le paiement ne se charge pas,2025-03-10 12:20:18
30f7e4e499617970393a9e473fa9a652,Bell,Discovered 3rd part ads in the app today. These could easily trick someone into thinking these are Bell promos. Remove the app.,2025-03-08 00:59:16
47a2c5c21605c2f1c1621cfb1d34ac67,Bell,Worst sim of canada,2025-03-06 20:05:02
b9fabb0222a0fd5aacf869e38bec80b1,Bell,Paying a bill is constantly a struggle on the app. It will not load!,2025-03-06 12:58:59
2038b2ea4abb71ab7655415aeaf51f86,Bell,Good,2025-03-03 15:31:03
f883246a307073ffe11f3688c1ce061c,Bell,Charges me different bill each month it’s more thn I supposed to pay and service is so so poor !,2025-03-03 10:00:01
cfdabd3f78aa4681b686bb2dee2d3725,Bell,"We had an agreement as of Dec 31 2024 and when Jan 24 came and the new prices were to take effect nothing happened. I called in requesting a manger three times and you did nothing for me, apparently you don’t care to retain customers of over 20 years well guess what. Not only did I switch, but I added two more lines you would have gotten plus there is a third who will need one next year!! You just lost 6 customers, congratulations!",2025-03-01 16:48:37
075e1921e2fd0ac238f010e5ebacc04a,Bell,"Unfortunately, Bell doesn’t offer a fast enough signal in my area so I’ve went to something better and less expensive",2025-03-01 03:30:59
77a46e5d5c802e87faf7606a78ed5653,Bell,This app is always having issues working,2025-02-28 16:18:21
58b83b076df955034164f142178fb6ae,Bell,"I’ve already paid the payment now they want me to pay the payment again, i don’t wanted to mess up my score so has to pay that",2025-02-27 08:38:28
a856c45f01a9a81d96ec085bd9afeca3,Bell,I had my phone transferred from another carrier and it took 3 calls and almost 4 hours on the phone to get it set up?? I still have questions as I see I have a voicemail and no way to access it.,2025-02-26 18:03:01
917237c12420e182bea06ffb6fe40fea,Bell,all good,2025-02-20 13:39:49
43d82bf69ff358d66936f155795da54c,Bell,No loyalty offers or rewards,2025-02-20 11:11:05
f77bc2f8a301e1e74ee05faa2601f550,Bell,Le mode sombre cerai apprécié et voir la consommation en première page aussi,2025-02-20 09:05:31
8e5227522e27acb79d7ab0205ecf2f07,Bell,I’ve never seen any other company Selling third party ads on their app for example temu ads. Advertising bell products is fine but what are these third party ads doing on here.  It’s the last thing I wanna see especially on an app where I process billing and payment info.,2025-02-20 07:06:18
f96bb3aaae515ad99e42dae96fe300a3,Bell,"Even after canceling my account,  I keep getting small charges which they are saying, it’s late payment fee.",2025-02-17 10:23:50
c033b3198d5c6da0d08bc5cfb6427c58,Bell,Pourquoi,2025-02-16 16:11:47
3075cc231a555389f7d7efe83e82a521,Bell,Otomatik ödeme talimatı vermişim neden kredi kartımdan otomatik ödeme kesilmiyor ben sonradan kredi notum hep,2025-02-15 12:56:18
729a7ec92d5ad9d7aed2ce8e228370de,Bell,Your bills are confusing and make no sense.,2025-02-15 11:21:53
21da7f9f7edb7debada9b2e1c6f8d065,Bell,"When Bell chose to make this app about marketing and not about current  services, they blew it !!!
It’s difficult to find what I owe through the pile of ads. I may go back to making them send me paper bills - return some of the pain.",2025-02-14 17:04:13
e9a27849bc85c02880f695ded9a2e541,Bell,Internet is very slow,2025-02-14 07:35:13
97ac01499c34bda293c2ed42731aab32,Bell,The address lookup tool sucks. Perhaps Nell could use a common tool like “What 3 Words”,2025-02-12 12:46:40
ad2fd9d090df61a17f5bd66d67c88508,Bell,"C’est bien 
N’apparaît pas en mode paysage sur le iPad 
Seulement en mode portrait 
Ça me rappelle les premières années de l’informatique",2025-02-11 17:00:35
6bf28ba48929f4c88018b9f4c4f6f32a,Bell,Je suis inscrit aux paiements préautorisés et j’ai reçu un avis que mon compte n’a pas été pris. Il est où le problème?,2025-02-11 14:37:16
8957c36f55a8d062d190306cde0b21a8,Bell,garbage,2025-02-11 08:10:26
2811934fc09296073f792208a346d683,Bell,"In, allegedly, 5G+ array in the middle of a city, data doesn’t work. That must have been some extremely narrow criteria to be able to truthfully claim and advertise it’s the fastest network in Canada. 

Remember, Canada pays the 3rd highest cell phone bills in the world. Surely we should be able expect at the very least, service that works as advertised, and at most impeccable considering the amount of money they charge for abysmal service.",2025-02-10 10:43:04
ced84689545705d1283066531274ac75,Bell,Terrible service,2025-02-07 10:46:38
8c6f604236a2cfc4edf1f62748b83102,Bell,A student and I’m paying 76$ a month from 55 when I started -Rip off scam,2025-02-07 06:07:41
5892e957d6dc6e6dcfa41bab8ecfe88e,Bell,First was 200$ and now 30$ this is not ok,2025-02-06 20:40:11
026b3ca101c335513973f8ddd429a9e4,Bell,"Incorrect invoices, customer service doesn’t do anything, slow internet …",2025-02-06 18:42:21
dcdd6266d51f8a6cba4dfe5beaddc94c,Bell,Not impressed with being just a number.  I’m a customer and support from you guys sucks these days.  I do not have an hour of time to waste fixing 10 second issues you impose on us with inadequate working software.  No alternatives in Canada except same different name so I,2025-02-05 10:17:00
244e8377d0d70796b0a10432db5ad168,Bell,Good app- nice and fast,2025-02-04 18:50:50
55e1dbf9f75d7d0d9d6fcc50b5ebab2a,Bell,"dropped calls everywhere, whilst friends with Rogers have no issues in the literal exact same locations",2025-02-04 11:28:41
5567389eabe1c284dab0ab7d59d39bbc,Bell,Bad service,2025-02-03 18:52:29
530148c9b07534707d220d6b6fbd5a38,Bell,Super insatisfait!!!!,2025-02-03 08:47:58
850090a36c5c2a826b316bddfed2ae59,Bell,Good,2025-02-02 09:19:52
56f2c479cb58afa70588a77f35f81bad,Bell,Disgusting service. Charging roaming text msg even without entering US. I will change my provider and will never recommend Bell to anybody,2025-01-31 18:53:36
646b8214a02da2ebcde004153d91e341,Bell,Bientôt je fini avec ton opérateur,2025-01-31 06:28:13
8e7cd84ebb9f5a85c1c292986bf079fa,Bell,Meilleur Service,2025-01-30 16:19:20
6ebe3db71302136d93af0a9d2221c419,Bell,"I just tried to add a new card to pay my phone bill but it could not be added even though I pit in the correct information.
The AI was useless in helping me, though I don’t have much time to fix this right now.",2025-01-30 11:14:11
c6e3180859aa19c2d01b7276b32faa32,Bell,"Was given a special off however being charged regular. Got 3 months free, however been charged from day 2.",2025-01-29 12:11:46
c16fa57d91905fec41d7afbac6e134eb,Bell,"The bell app is user-friendly and does not glitch. Once I submitted my payment through the app, it immediately updated. All credits and promos were updated in real time by the Bell representative that I spoke to on the phone. I would highly recommend this app and encourage people to switch all their services for home telephone, Internet, and TV to Bell Canada.",2025-01-29 06:52:12
f2694d453908e76ebf01f84fb4f19819,Bell,If you want to wasted 2h every month because your bill if different everytime this is the one you want… never doing business with them again,2025-01-28 06:23:54
514e1d7da34b17164717c9118e17f79b,Bell,Been with bell almost 20 years prices go up and service goes down,2025-01-26 12:08:11
9a273f605282d3c832f8f8e640860eb3,Bell,But we haven’t lived together in a year,2025-01-25 16:09:00
1dda2afc0e247268d740d5b3ced9a708,Bell,Says I’m signed up for pre-authorized payments but doesn’t work,2025-01-25 13:25:06
86b52c9e7f95f896677b7bd3584730b5,Bell,Price goes up like every three months,2025-01-24 08:17:10
ae3359b0f550a418683f5f2bce2a9533,Bell,"When you exit the app, it does not completely log you off. 

Your account is still accessible which is a contradiction to the effect of logging off, considering that when you typically log off any app of this sort, you cannot access your account without logging back on. Therefore your information can be manipulated without you even knowing because it is available.

I will not download the app until they have fixed this issue.",2025-01-23 20:02:42
0eaea7070b27e21dbe01ed01dc6d2bc5,Bell,Terrible,2025-01-23 13:10:41
b7536b86da3aafa7ddfa3d3e0f818b3c,Bell,"They will lie about fees, any other provider will be more satisfactory",2025-01-23 03:43:47
021a14673093cb50690b27677dbd9c01,Bell,I have 2 accounts and cannot pay my bill from the app. When I press pay key the app freezes.,2025-01-22 16:04:30
2d51dbc142d5c89083fb7f62be081d87,Bell,Can never download a statement for the current month. Every click takes me to the statement from a year ago,2025-01-22 12:16:43
8850f8e2758314f2c963acaa59a46816,Bell,Good,2025-01-21 21:10:38
1e7997a1ee53ac2fc344f1d512fbd5d5,Bell,Increased my bill for mobility within 3 months of getting,2025-01-21 15:43:42
f7e209d9629d903c1b7c13812dc0bf6f,Rogers,Hot garbage and useless app should be named MyCrapapp,2025-02-18 13:19:04
b485762111866f24feadead7cb88cfdc,Rogers,Have to pay a high bill …win back team misguided and called Roger’s five times ..rogers put it on win back team and win back on Roger’s…plz don’t trust win back team,2025-02-13 19:32:32
b3254c57a0e86144b6f5233ff9f62d68,Rogers,Garbage,2024-12-30 16:40:51
6e0315c43d604dfd7352c7329ebfcab9,Rogers,This app is garbage developers got millions of dollars for this garbage its never open ….. trying to open this garbage from 4 days coz i need to pay bill and it never opens …. They got all fake reviews this garbage app doesn't deserve 4 star i wish i can give less thn 1 star,2024-11-30 08:20:27
40bad664c5e16a2fc4ba80df21ca898c,Rogers,Very bad service,2024-11-09 21:13:07
da7ba32ef728742df4bff194db0660b2,Rogers,Rogers is incredibly useless,2024-10-09 08:45:15
0430af847c5521fa932aa5200e7c2268,Rogers,"Rogers, Bell, Telus; a closed triopoly, not interested in a free market, but only keeping Canadians hostage to their profit goals. 
Their prices (and profits) are kept high by keeping competition out. There is no proactive action taken to work towards securing better deals for clients… and there’s two other paths to take, which are different sides of the same triangle of corporate greed. They lobby really, really hard, under the guise of protecting Canadian interests, when their concern is only self serving.
Open up the communication market and see how well these three succeed in the face of fair competition.",2024-06-29 21:05:19
8cef348551f1a1384f2cfaec11268267,Rogers,Great,2024-03-06 23:48:37
aa2585090c302e66c7d1b696ea3e8f08,Rogers,Your internet service is so crappy I had t buy a diaper for my modem…In a ideal word Rogers should not exist!,2024-02-10 10:52:41
